Area_profesional;Puesto;Sector;Tipo_rango;Zona;Valor;Dolar_Promedio_Mes
administración y finanzas.;Jefe de Legales;Automotriz;Max;Litoral-Centro;$4.148.775;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Min;Litoral-Centro;$3.845.586;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Max;Litoral-Centro;$4.667.482;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Min;Litoral-Centro;$3.496.105;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Max;Litoral-Centro;$4.321.536;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Min;Litoral-Centro;$3.496.105;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Max;Litoral-Centro;$4.321.536;1284
administración y finanzas.;Jefe de Legales;IT;Min;Litoral-Centro;$4.020.291;1284
administración y finanzas.;Jefe de Legales;IT;Max;Litoral-Centro;$4.667.482;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Min;Litoral-Centro;$3.845.586;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Max;Litoral-Centro;$4.494.757;1284
administración y finanzas.;Jefe de Legales;Manufactura;Min;Litoral-Centro;$3.845.586;1284
administración y finanzas.;Jefe de Legales;Manufactura;Max;Litoral-Centro;$4.667.482;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Min;Litoral-Centro;$3.845.586;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Max;Litoral-Centro;$4.494.721;1284
administración y finanzas.;Jefe de Legales;Servicios;Min;Litoral-Centro;$3.321.388;1284
administración y finanzas.;Jefe de Legales;Servicios;Max;Litoral-Centro;$3.976.026;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Min;Litoral-Centro;$3.487.269;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Max;Litoral-Centro;$4.154.902;1284
administración y finanzas.;Jefe de Legales;Automotriz;Min;NEA;$3.135.094;1284
administración y finanzas.;Jefe de Legales;Automotriz;Max;NEA;$3.720.369;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Min;NEA;$3.448.488;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Max;NEA;$4.185.514;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Min;NEA;$3.135.094;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Max;NEA;$3.875.290;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Min;NEA;$3.135.094;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Max;NEA;$3.875.290;1284
administración y finanzas.;Jefe de Legales;IT;Min;NEA;$3.605.152;1284
administración y finanzas.;Jefe de Legales;IT;Max;NEA;$4.185.514;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Min;NEA;$3.448.488;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Max;NEA;$4.030.624;1284
administración y finanzas.;Jefe de Legales;Manufactura;Min;NEA;$3.448.488;1284
administración y finanzas.;Jefe de Legales;Manufactura;Max;NEA;$4.185.514;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Min;NEA;$3.448.488;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Max;NEA;$4.030.593;1284
administración y finanzas.;Jefe de Legales;Servicios;Min;NEA;$2.978.419;1284
administración y finanzas.;Jefe de Legales;Servicios;Max;NEA;$3.565.458;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Min;NEA;$3.127.170;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Max;NEA;$3.725.863;1284
administración y finanzas.;Jefe de Legales;Automotriz;Min;NOA;$3.230.097;1284
administración y finanzas.;Jefe de Legales;Automotriz;Max;NOA;$3.833.107;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Min;NOA;$3.552.987;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Max;NOA;$4.312.348;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Min;NOA;$3.230.097;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Max;NOA;$3.992.724;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Min;NOA;$3.230.097;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Max;NOA;$3.992.724;1284
administración y finanzas.;Jefe de Legales;IT;Min;NOA;$3.714.399;1284
administración y finanzas.;Jefe de Legales;IT;Max;NOA;$4.312.348;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Min;NOA;$3.552.987;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Max;NOA;$4.152.764;1284
administración y finanzas.;Jefe de Legales;Manufactura;Min;NOA;$3.552.987;1284
administración y finanzas.;Jefe de Legales;Manufactura;Max;NOA;$4.312.348;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Min;NOA;$3.552.987;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Max;NOA;$4.152.732;1284
administración y finanzas.;Jefe de Legales;Servicios;Min;NOA;$3.068.674;1284
administración y finanzas.;Jefe de Legales;Servicios;Max;NOA;$3.673.502;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Min;NOA;$3.221.933;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Max;NOA;$3.838.768;1284
administración y finanzas.;Jefe de Legales;Automotriz;Min;Patagonia;$4.750.143;1284
administración y finanzas.;Jefe de Legales;Automotriz;Max;Patagonia;$5.636.923;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Min;Patagonia;$5.224.981;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Max;Patagonia;$6.341.688;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Min;Patagonia;$4.750.143;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Max;Patagonia;$5.871.652;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Min;Patagonia;$4.750.143;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Max;Patagonia;$5.871.652;1284
administración y finanzas.;Jefe de Legales;IT;Min;Patagonia;$5.462.352;1284
administración y finanzas.;Jefe de Legales;IT;Max;Patagonia;$6.341.688;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Min;Patagonia;$5.224.981;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Max;Patagonia;$6.107.006;1284
administración y finanzas.;Jefe de Legales;Manufactura;Min;Patagonia;$5.224.981;1284
administración y finanzas.;Jefe de Legales;Manufactura;Max;Patagonia;$6.341.688;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Min;Patagonia;$5.224.981;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Max;Patagonia;$6.106.958;1284
administración y finanzas.;Jefe de Legales;Servicios;Min;Patagonia;$4.512.756;1284
administración y finanzas.;Jefe de Legales;Servicios;Max;Patagonia;$5.402.209;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Min;Patagonia;$4.738.137;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Max;Patagonia;$5.645.247;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Min;Buenos Aires;$3.528.229;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Max;Buenos Aires;$4.387.816;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Min;Buenos Aires;$4.057.353;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Max;Buenos Aires;$4.936.411;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Min;Buenos Aires;$3.528.229;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Max;Buenos Aires;$4.570.533;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Min;Buenos Aires;$3.527.053;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Max;Buenos Aires;$4.571.186;1284
administración y finanzas.;Jefe de Tesorería;IT;Min;Buenos Aires;$4.057.353;1284
administración y finanzas.;Jefe de Tesorería;IT;Max;Buenos Aires;$4.936.411;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Min;Buenos Aires;$3.880.935;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Max;Buenos Aires;$4.753.746;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Min;Buenos Aires;$4.057.353;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Max;Buenos Aires;$4.936.437;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Min;Buenos Aires;$3.528.334;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Max;Buenos Aires;$4.570.533;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Min;Buenos Aires;$3.351.942;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Max;Buenos Aires;$4.205.113;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Min;Buenos Aires;$3.519.474;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Max;Buenos Aires;$4.394.246;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Min;Cuyo;$3.104.842;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Max;Cuyo;$3.861.278;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Min;Cuyo;$3.570.470;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Max;Cuyo;$4.344.042;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Min;Cuyo;$3.104.842;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Max;Cuyo;$4.022.069;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Min;Cuyo;$3.103.807;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Max;Cuyo;$4.022.644;1284
administración y finanzas.;Jefe de Tesorería;IT;Min;Cuyo;$3.570.470;1284
administración y finanzas.;Jefe de Tesorería;IT;Max;Cuyo;$4.344.042;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Min;Cuyo;$3.415.222;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Max;Cuyo;$4.183.297;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Min;Cuyo;$3.570.470;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Max;Cuyo;$4.344.065;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Min;Cuyo;$3.104.934;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Max;Cuyo;$4.022.069;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Min;Cuyo;$2.949.709;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Max;Cuyo;$3.700.499;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Min;Cuyo;$3.097.137;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Max;Cuyo;$3.866.936;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Min;Litoral-Centro;$3.245.971;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Max;Litoral-Centro;$4.036.791;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Min;Litoral-Centro;$3.732.764;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Max;Litoral-Centro;$4.541.498;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Min;Litoral-Centro;$3.245.971;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Max;Litoral-Centro;$4.204.890;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Min;Litoral-Centro;$3.244.889;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Max;Litoral-Centro;$4.205.491;1284
administración y finanzas.;Jefe de Tesorería;IT;Min;Litoral-Centro;$3.732.764;1284
administración y finanzas.;Jefe de Tesorería;IT;Max;Litoral-Centro;$4.541.498;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Min;Litoral-Centro;$3.570.460;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Max;Litoral-Centro;$4.373.447;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Min;Litoral-Centro;$3.732.764;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Max;Litoral-Centro;$4.541.522;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Min;Litoral-Centro;$3.246.067;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Max;Litoral-Centro;$4.204.890;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Min;Litoral-Centro;$3.083.787;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Max;Litoral-Centro;$3.868.704;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Min;Litoral-Centro;$3.237.916;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Max;Litoral-Centro;$4.042.706;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Min;NEA;$2.910.789;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Max;NEA;$3.619.948;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Min;NEA;$3.347.316;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Max;NEA;$4.072.539;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Min;NEA;$2.910.789;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Max;NEA;$3.770.690;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Min;NEA;$2.909.819;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Max;NEA;$3.771.229;1284
administración y finanzas.;Jefe de Tesorería;IT;Min;NEA;$3.347.316;1284
administración y finanzas.;Jefe de Tesorería;IT;Max;NEA;$4.072.539;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Min;NEA;$3.201.771;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Max;NEA;$3.921.841;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Min;NEA;$3.347.316;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Max;NEA;$4.072.561;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Min;NEA;$2.910.875;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Max;NEA;$3.770.690;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Min;NEA;$2.765.352;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Max;NEA;$3.469.218;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Min;NEA;$2.903.566;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Max;NEA;$3.625.253;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Min;NOA;$2.998.995;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Max;NOA;$3.729.644;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Min;NOA;$3.448.750;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Max;NOA;$4.195.949;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Min;NOA;$2.998.995;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Max;NOA;$3.884.953;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Min;NOA;$2.997.995;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Max;NOA;$3.885.508;1284
administración y finanzas.;Jefe de Tesorería;IT;Min;NOA;$3.448.750;1284
administración y finanzas.;Jefe de Tesorería;IT;Max;NOA;$4.195.949;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Min;NOA;$3.298.794;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Max;NOA;$4.040.684;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Min;NOA;$3.448.750;1284
administración y finanzas.;Jefe de Tesorería;Manufactura;Max;NOA;$4.195.971;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Min;NOA;$2.999.084;1284
administración y finanzas.;Jefe de Tesorería;Retail & Comercio;Max;NOA;$3.884.953;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Min;NOA;$2.849.151;1284
administración y finanzas.;Jefe de Tesorería;Servicios;Max;NOA;$3.574.346;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Min;NOA;$2.991.553;1284
administración y finanzas.;Jefe de Tesorería;Transporte y logística;Max;NOA;$3.735.109;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Min;Patagonia;$4.410.287;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Max;Patagonia;$5.484.770;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Min;Patagonia;$5.071.691;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Max;Patagonia;$6.170.514;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Min;Patagonia;$4.410.287;1284
administración y finanzas.;Jefe de Tesorería;Consumo masivo;Max;Patagonia;$5.713.166;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Min;Patagonia;$4.408.817;1284
administración y finanzas.;Jefe de Tesorería;Gas, Petróleo y Minería;Max;Patagonia;$5.713.983;1284
administración y finanzas.;Jefe de Tesorería;IT;Min;Patagonia;$5.071.691;1284
administración y finanzas.;Jefe de Tesorería;IT;Max;Patagonia;$6.170.514;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Min;Patagonia;$4.851.168;1284
administración y finanzas.;Jefe de Tesorería;Lab & Pharma;Max;Patagonia;$5.942.183;1284
