Area_profesional;Puesto;Sector;Tipo_rango;Zona;Valor;Dolar_Promedio_Mes
compras, comex y  supply chain.;Gerente de Supply Chain;Manufactura;Min;NOA;$6.035.000;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Manufactura;Max;NOA;$10.064.655;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Retail & Comercio;Min;NOA;$6.037.557;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Retail & Comercio;Max;NOA;$10.062.606;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Servicios;Min;NOA;$6.440.000;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Servicios;Max;NOA;$10.370.987;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Transporte y logística;Min;NOA;$6.039.250;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Transporte y logística;Max;NOA;$10.062.601;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Automotriz;Min;Patagonia;$10.927.716;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Automotriz;Max;Patagonia;$16.391.568;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Consumo masivo;Min;Patagonia;$8.878.825;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Consumo masivo;Max;Patagonia;$14.797.950;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Gas, Petróleo y Minería;Min;Patagonia;$10.927.675;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Gas, Petróleo y Minería;Max;Patagonia;$16.391.568;1284
compras, comex y  supply chain.;Gerente de Supply Chain;IT;Min;Patagonia;$9.470.588;1284
compras, comex y  supply chain.;Gerente de Supply Chain;IT;Max;Patagonia;$15.251.451;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Lab & Pharma;Min;Patagonia;$9.472.063;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Lab & Pharma;Max;Patagonia;$15.250.625;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Manufactura;Min;Patagonia;$8.875.000;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Manufactura;Max;Patagonia;$14.800.963;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Retail & Comercio;Min;Patagonia;$8.878.760;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Retail & Comercio;Max;Patagonia;$14.797.950;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Servicios;Min;Patagonia;$9.470.588;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Servicios;Max;Patagonia;$15.251.451;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Transporte y logística;Min;Patagonia;$8.881.250;1284
compras, comex y  supply chain.;Gerente de Supply Chain;Transporte y logística;Max;Patagonia;$14.797.943;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Min;Buenos Aires;$8.583.226;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Max;Buenos Aires;$10.986.529;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Min;Buenos Aires;$5.281.200;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Max;Buenos Aires;$7.050.240;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Min;Buenos Aires;$8.583.226;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Max;Buenos Aires;$10.986.529;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Min;Buenos Aires;$7.152.691;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Max;Buenos Aires;$10.986.529;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Min;Buenos Aires;$5.940.000;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Max;Buenos Aires;$9.227.520;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Min;Buenos Aires;$5.616.000;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Max;Buenos Aires;$8.926.556;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Min;Buenos Aires;$5.616.000;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Max;Buenos Aires;$8.926.537;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Min;Buenos Aires;$7.152.691;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Max;Buenos Aires;$10.986.529;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Min;Cuyo;$7.553.239;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Max;Cuyo;$9.668.145;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Min;Cuyo;$4.647.456;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Max;Cuyo;$6.204.211;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Min;Cuyo;$7.553.239;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Max;Cuyo;$9.668.145;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Min;Cuyo;$6.294.368;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Max;Cuyo;$9.668.145;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Min;Cuyo;$5.227.200;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Max;Cuyo;$8.120.218;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Min;Cuyo;$4.942.080;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Max;Cuyo;$7.855.370;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Min;Cuyo;$4.942.080;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Max;Cuyo;$7.855.353;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Min;Cuyo;$6.294.368;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Max;Cuyo;$9.668.145;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Min;Litoral-Centro;$7.896.568;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Max;Litoral-Centro;$10.107.607;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Min;Litoral-Centro;$4.858.704;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Max;Litoral-Centro;$6.486.221;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Min;Litoral-Centro;$7.896.568;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Max;Litoral-Centro;$10.107.607;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Min;Litoral-Centro;$6.580.476;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Max;Litoral-Centro;$10.107.607;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Min;Litoral-Centro;$5.464.800;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Max;Litoral-Centro;$8.489.318;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Min;Litoral-Centro;$5.166.720;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Max;Litoral-Centro;$8.212.432;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Min;Litoral-Centro;$5.166.720;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Max;Litoral-Centro;$8.212.414;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Min;Litoral-Centro;$6.580.476;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Max;Litoral-Centro;$10.107.607;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Min;NEA;$7.081.161;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Max;NEA;$9.063.886;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Min;NEA;$4.356.990;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Max;NEA;$5.816.448;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Min;NEA;$7.081.161;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Max;NEA;$9.063.886;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Min;NEA;$5.900.970;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Max;NEA;$9.063.886;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Min;NEA;$4.900.500;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Max;NEA;$7.612.704;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Min;NEA;$4.633.200;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Max;NEA;$7.364.409;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Min;NEA;$4.633.200;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Max;NEA;$7.364.393;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Min;NEA;$5.900.970;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Max;NEA;$9.063.886;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Min;NOA;$7.295.742;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Max;NOA;$9.338.550;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Min;NOA;$4.489.020;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Max;NOA;$5.992.704;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Min;NOA;$7.295.742;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Max;NOA;$9.338.550;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Min;NOA;$6.079.788;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Max;NOA;$9.338.550;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Min;NOA;$5.049.000;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Max;NOA;$7.843.392;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Min;NOA;$4.773.600;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Max;NOA;$7.587.573;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Min;NOA;$4.773.600;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Max;NOA;$7.587.556;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Min;NOA;$6.079.788;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Max;NOA;$9.338.550;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Min;Patagonia;$10.729.032;1284
compras, comex y  supply chain.;Gerente de Comex;Automotriz;Max;Patagonia;$13.733.161;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Min;Patagonia;$6.601.500;1284
compras, comex y  supply chain.;Gerente de Comex;Consumo masivo;Max;Patagonia;$8.812.800;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Min;Patagonia;$10.729.032;1284
compras, comex y  supply chain.;Gerente de Comex;Gas, Petróleo y Minería;Max;Patagonia;$13.733.161;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Min;Patagonia;$8.940.864;1284
compras, comex y  supply chain.;Gerente de Comex;Lab & Pharma;Max;Patagonia;$13.733.161;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Min;Patagonia;$7.425.000;1284
compras, comex y  supply chain.;Gerente de Comex;Manufactura;Max;Patagonia;$11.534.400;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Min;Patagonia;$7.020.000;1284
compras, comex y  supply chain.;Gerente de Comex;Retail & Comercio;Max;Patagonia;$11.158.195;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Min;Patagonia;$7.020.000;1284
compras, comex y  supply chain.;Gerente de Comex;Servicios;Max;Patagonia;$11.158.171;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Min;Patagonia;$8.940.864;1284
compras, comex y  supply chain.;Gerente de Comex;Transporte y logística;Max;Patagonia;$13.733.161;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Min;Buenos Aires;$5.828.116;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Max;Buenos Aires;$8.159.363;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Min;Buenos Aires;$5.828.116;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Max;Buenos Aires;$8.159.363;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Min;Buenos Aires;$3.520.000;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Max;Buenos Aires;$5.208.879;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Min;Buenos Aires;$5.828.116;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Max;Buenos Aires;$8.159.363;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Min;Buenos Aires;$4.143.791;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Max;Buenos Aires;$6.174.890;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Min;Buenos Aires;$4.143.791;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Max;Buenos Aires;$6.174.890;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Min;Buenos Aires;$3.520.000;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Max;Buenos Aires;$5.208.879;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Min;Buenos Aires;$3.520.000;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Max;Buenos Aires;$5.208.879;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Min;Buenos Aires;$4.143.791;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Max;Buenos Aires;$6.174.889;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Min;Buenos Aires;$3.630.000;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Max;Buenos Aires;$5.208.879;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Min;Cuyo;$5.128.742;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Max;Cuyo;$7.180.239;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Min;Cuyo;$5.128.742;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Max;Cuyo;$7.180.239;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Min;Cuyo;$3.097.600;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Max;Cuyo;$4.583.814;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Min;Cuyo;$5.128.742;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Max;Cuyo;$7.180.239;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Min;Cuyo;$3.646.536;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Max;Cuyo;$5.433.903;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Min;Cuyo;$3.646.536;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Max;Cuyo;$5.433.903;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Min;Cuyo;$3.097.600;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Max;Cuyo;$4.583.814;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Min;Cuyo;$3.097.600;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Max;Cuyo;$4.583.814;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Min;Cuyo;$3.646.536;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Max;Cuyo;$5.433.902;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Min;Cuyo;$3.194.400;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Max;Cuyo;$4.583.814;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Min;Litoral-Centro;$5.361.867;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Max;Litoral-Centro;$7.506.614;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Min;Litoral-Centro;$5.361.867;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Max;Litoral-Centro;$7.506.614;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Min;Litoral-Centro;$3.238.400;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Max;Litoral-Centro;$4.792.169;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Min;Litoral-Centro;$5.361.867;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Max;Litoral-Centro;$7.506.614;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Min;Litoral-Centro;$3.812.288;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Max;Litoral-Centro;$5.680.899;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Min;Litoral-Centro;$3.812.288;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Max;Litoral-Centro;$5.680.899;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Min;Litoral-Centro;$3.238.400;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Max;Litoral-Centro;$4.792.169;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Min;Litoral-Centro;$3.238.400;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Max;Litoral-Centro;$4.792.169;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Min;Litoral-Centro;$3.812.288;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Max;Litoral-Centro;$5.680.898;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Min;Litoral-Centro;$3.339.600;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Max;Litoral-Centro;$4.792.169;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Min;NEA;$4.808.196;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Max;NEA;$6.731.474;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Min;NEA;$4.808.196;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Max;NEA;$6.731.474;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Min;NEA;$2.904.000;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Max;NEA;$4.297.325;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Min;NEA;$4.808.196;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Max;NEA;$6.731.474;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Min;NEA;$3.418.628;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Max;NEA;$5.094.284;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Min;NEA;$3.418.628;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Max;NEA;$5.094.284;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Min;NEA;$2.904.000;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Max;NEA;$4.297.325;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Min;NEA;$2.904.000;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Max;NEA;$4.297.325;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Min;NEA;$3.418.628;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Max;NEA;$5.094.283;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Min;NEA;$2.994.750;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Max;NEA;$4.297.325;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Min;NOA;$4.953.899;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Max;NOA;$6.935.459;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Min;NOA;$4.953.899;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Max;NOA;$6.935.459;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Min;NOA;$2.992.000;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Max;NOA;$4.427.547;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Min;NOA;$4.953.899;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Max;NOA;$6.935.459;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Min;NOA;$3.522.222;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Max;NOA;$5.248.657;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Min;NOA;$3.522.222;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Max;NOA;$5.248.657;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Min;NOA;$2.992.000;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Max;NOA;$4.427.547;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Min;NOA;$2.992.000;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Max;NOA;$4.427.547;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Min;NOA;$3.522.222;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Max;NOA;$5.248.656;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Min;NOA;$3.085.500;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Max;NOA;$4.427.547;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Min;Patagonia;$7.285.145;1284
compras, comex y  supply chain.;Jefe de Compras;Automotriz;Max;Patagonia;$10.199.204;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Min;Patagonia;$7.285.145;1284
compras, comex y  supply chain.;Jefe de Compras;Banca & Serv Financieros;Max;Patagonia;$10.199.204;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Min;Patagonia;$4.400.000;1284
compras, comex y  supply chain.;Jefe de Compras;Consumo masivo;Max;Patagonia;$6.511.099;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Min;Patagonia;$7.285.145;1284
compras, comex y  supply chain.;Jefe de Compras;Gas, Petróleo y Minería;Max;Patagonia;$10.199.204;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Min;Patagonia;$5.179.739;1284
compras, comex y  supply chain.;Jefe de Compras;IT;Max;Patagonia;$7.718.613;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Min;Patagonia;$5.179.739;1284
compras, comex y  supply chain.;Jefe de Compras;Lab & Pharma;Max;Patagonia;$7.718.613;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Min;Patagonia;$4.400.000;1284
compras, comex y  supply chain.;Jefe de Compras;Manufactura;Max;Patagonia;$6.511.099;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Min;Patagonia;$4.400.000;1284
compras, comex y  supply chain.;Jefe de Compras;Retail & Comercio;Max;Patagonia;$6.511.099;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Min;Patagonia;$5.179.739;1284
compras, comex y  supply chain.;Jefe de Compras;Servicios;Max;Patagonia;$7.718.611;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Min;Patagonia;$4.537.500;1284
compras, comex y  supply chain.;Jefe de Compras;Transporte y logística;Max;Patagonia;$6.511.099;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Automotriz;Min;Buenos Aires;$5.828.116;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Automotriz;Max;Buenos Aires;$8.159.363;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Banca & Serv Financieros;Min;Buenos Aires;$5.128.742;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Banca & Serv Financieros;Max;Buenos Aires;$7.180.239;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Consumo masivo;Min;Buenos Aires;$3.388.000;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Consumo masivo;Max;Buenos Aires;$4.777.413;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Gas, Petróleo y Minería;Min;Buenos Aires;$5.828.116;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Gas, Petróleo y Minería;Max;Buenos Aires;$8.159.363;1284
compras, comex y  supply chain.;Jefe de Supply Chain;IT;Min;Buenos Aires;$4.143.791;1284
compras, comex y  supply chain.;Jefe de Supply Chain;IT;Max;Buenos Aires;$6.174.890;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Lab & Pharma;Min;Buenos Aires;$4.143.791;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Lab & Pharma;Max;Buenos Aires;$6.174.890;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Manufactura;Min;Buenos Aires;$3.850.000;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Manufactura;Max;Buenos Aires;$5.428.879;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Retail & Comercio;Min;Buenos Aires;$3.850.000;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Retail & Comercio;Max;Buenos Aires;$5.428.879;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Servicios;Min;Buenos Aires;$4.143.791;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Servicios;Max;Buenos Aires;$6.174.889;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Transporte y logística;Min;Buenos Aires;$3.850.000;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Transporte y logística;Max;Buenos Aires;$5.428.879;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Automotriz;Min;Cuyo;$5.128.742;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Automotriz;Max;Cuyo;$7.180.239;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Banca & Serv Financieros;Min;Cuyo;$5.361.867;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Banca & Serv Financieros;Max;Cuyo;$7.506.614;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Consumo masivo;Min;Cuyo;$3.542.000;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Consumo masivo;Max;Cuyo;$4.994.569;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Gas, Petróleo y Minería;Min;Cuyo;$5.128.742;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Gas, Petróleo y Minería;Max;Cuyo;$7.180.239;1284
compras, comex y  supply chain.;Jefe de Supply Chain;IT;Min;Cuyo;$3.646.536;1284
compras, comex y  supply chain.;Jefe de Supply Chain;IT;Max;Cuyo;$5.433.903;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Lab & Pharma;Min;Cuyo;$3.646.536;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Lab & Pharma;Max;Cuyo;$5.433.903;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Manufactura;Min;Cuyo;$3.388.000;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Manufactura;Max;Cuyo;$4.777.413;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Retail & Comercio;Min;Cuyo;$3.388.000;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Retail & Comercio;Max;Cuyo;$4.777.413;1284
compras, comex y  supply chain.;Jefe de Supply Chain;Servicios;Min;Cuyo;$3.646.536;1284
