Area_profesional;Puesto;Sector;Tipo_rango;Buenos Aires;Cuyo;Litoral-Centro;NEA;NOA;Patagonia;Dolar_Promedio_Mes
recursos humanos.;HRBP Human Resources  Business Partner;Lab & Pharma;Min;$3.111.132;$2.737.796;$2.862.241;$2.566.684;$2.644.462;$3.888.915;1284
recursos humanos.;HRBP Human Resources  Business Partner;Lab & Pharma;Max;$4.524.635;$3.981.679;$4.162.664;$3.732.824;$3.845.940;$5.655.794;1284
recursos humanos.;HRBP Human Resources  Business Partner;Manufactura;Min;$3.889.105;$3.422.413;$3.577.977;$3.208.512;$3.305.739;$4.861.382;1284
recursos humanos.;HRBP Human Resources  Business Partner;Manufactura;Max;$4.692.151;$4.129.093;$4.316.779;$3.871.024;$3.988.328;$5.865.188;1284
recursos humanos.;HRBP Human Resources  Business Partner;Retail & Comercio;Min;$2.722.350;$2.395.668;$2.504.562;$2.245.939;$2.313.998;$3.402.938;1284
recursos humanos.;HRBP Human Resources  Business Partner;Retail & Comercio;Max;$4.022.088;$3.539.437;$3.700.321;$3.318.222;$3.418.774;$5.027.610;1284
recursos humanos.;HRBP Human Resources  Business Partner;Servicios;Min;$3.111.425;$2.738.054;$2.862.511;$2.566.925;$2.644.711;$3.889.281;1284
recursos humanos.;HRBP Human Resources  Business Partner;Servicios;Max;$3.854.572;$3.392.023;$3.546.206;$3.180.022;$3.276.386;$4.818.215;1284
recursos humanos.;HRBP Human Resources  Business Partner;Transporte y logística;Min;$2.724.694;$2.397.731;$2.506.719;$2.247.873;$2.315.990;$3.405.868;1284
recursos humanos.;HRBP Human Resources  Business Partner;Transporte y logística;Max;$4.016.960;$3.534.924;$3.695.603;$3.313.992;$3.414.416;$5.021.199;1284
recursos humanos.;Analista de Recursos  Humanos;Automotriz;Min;$2.032.466;$1.788.570;$1.869.869;$1.676.784;$1.727.596;$2.540.583;1284
recursos humanos.;Analista de Recursos  Humanos;Automotriz;Max;$2.805.634;$2.468.958;$2.581.184;$2.314.648;$2.384.789;$3.507.043;1284
recursos humanos.;Analista de Recursos  Humanos;Banca & Serv Financieros;Min;$2.159.504;$1.900.363;$1.986.743;$1.781.591;$1.835.578;$2.699.380;1284
recursos humanos.;Analista de Recursos  Humanos;Banca & Serv Financieros;Max;$2.953.090;$2.598.719;$2.716.843;$2.436.299;$2.510.127;$3.691.363;1284
recursos humanos.;Analista de Recursos  Humanos;Consumo masivo;Min;$1.905.445;$1.676.792;$1.753.009;$1.571.992;$1.619.628;$2.381.806;1284
recursos humanos.;Analista de Recursos  Humanos;Consumo masivo;Max;$2.657.901;$2.338.952;$2.445.268;$2.192.768;$2.259.215;$3.322.376;1284
recursos humanos.;Analista de Recursos  Humanos;Gas, Petróleo y Minería;Min;$1.905.445;$1.676.792;$1.753.009;$1.571.992;$1.619.628;$2.381.806;1284
recursos humanos.;Analista de Recursos  Humanos;Gas, Petróleo y Minería;Max;$2.658.031;$2.339.067;$2.445.389;$2.192.876;$2.259.327;$3.322.539;1284
recursos humanos.;Analista de Recursos  Humanos;IT;Min;$2.286.509;$2.012.128;$2.103.589;$1.886.370;$1.943.533;$2.858.137;1284
recursos humanos.;Analista de Recursos  Humanos;IT;Max;$3.100.872;$2.728.767;$2.852.802;$2.558.219;$2.635.741;$3.876.089;1284
recursos humanos.;Analista de Recursos  Humanos;Lab & Pharma;Min;$2.159.504;$1.900.363;$1.986.743;$1.781.591;$1.835.578;$2.699.380;1284
recursos humanos.;Analista de Recursos  Humanos;Lab & Pharma;Max;$2.953.090;$2.598.719;$2.716.843;$2.436.299;$2.510.127;$3.691.363;1284
recursos humanos.;Analista de Recursos  Humanos;Manufactura;Min;$2.286.509;$2.012.128;$2.103.589;$1.886.370;$1.943.533;$2.858.137;1284
recursos humanos.;Analista de Recursos  Humanos;Manufactura;Max;$3.100.872;$2.728.767;$2.852.802;$2.558.219;$2.635.741;$3.876.089;1284
recursos humanos.;Analista de Recursos  Humanos;Retail & Comercio;Min;$1.905.445;$1.676.792;$1.753.009;$1.571.992;$1.619.628;$2.381.806;1284
recursos humanos.;Analista de Recursos  Humanos;Retail & Comercio;Max;$2.657.809;$2.338.872;$2.445.185;$2.192.693;$2.259.138;$3.322.262;1284
recursos humanos.;Analista de Recursos  Humanos;Servicios;Min;$1.905.445;$1.676.792;$1.753.009;$1.571.992;$1.619.628;$2.381.806;1284
recursos humanos.;Analista de Recursos  Humanos;Servicios;Max;$2.657.809;$2.338.872;$2.445.185;$2.192.693;$2.259.138;$3.322.262;1284
recursos humanos.;Analista de Recursos  Humanos;Transporte y logística;Min;$1.902.008;$1.673.767;$1.749.848;$1.569.157;$1.616.707;$2.377.510;1284
recursos humanos.;Analista de Recursos  Humanos;Transporte y logística;Max;$2.651.105;$2.332.973;$2.439.017;$2.187.162;$2.253.439;$3.313.881;1284
calidad.;Gerente de Calidad;Automotriz;Min;$8.411.561;$7.402.174;$7.570.405;$6.939.538;$7.149.827;$10.514.452;1284
calidad.;Gerente de Calidad;Automotriz;Max;$11.587.355;$10.196.872;$10.428.619;$9.559.568;$9.849.252;$14.484.193;1284
calidad.;Gerente de Calidad;Consumo masivo;Min;$5.537.565;$4.873.057;$4.983.809;$4.568.491;$4.706.930;$6.921.956;1284
calidad.;Gerente de Calidad;Consumo masivo;Max;$8.407.154;$7.398.296;$7.566.439;$6.935.902;$7.146.081;$10.508.943;1284
calidad.;Gerente de Calidad;Gas, Petróleo y Minería;Min;$10.013.763;$8.812.112;$9.012.387;$8.261.355;$8.511.699;$12.517.204;1284
calidad.;Gerente de Calidad;Gas, Petróleo y Minería;Max;$14.305.376;$12.588.731;$12.874.839;$11.801.935;$12.159.570;$17.881.720;1284
calidad.;Gerente de Calidad;Lab & Pharma;Min;$8.411.561;$7.402.174;$7.570.405;$6.939.538;$7.149.827;$10.514.452;1284
calidad.;Gerente de Calidad;Lab & Pharma;Max;$11.587.355;$10.196.872;$10.428.619;$9.559.568;$9.849.252;$14.484.193;1284
calidad.;Gerente de Calidad;Manufactura;Min;$6.973.871;$6.137.006;$6.276.484;$5.753.444;$5.927.790;$8.717.339;1284
calidad.;Gerente de Calidad;Manufactura;Max;$11.623.117;$10.228.343;$10.460.805;$9.589.072;$9.879.649;$14.528.896;1284
calidad.;Gerente de Calidad;Retail & Comercio;Min;$5.934.015;$5.221.934;$5.340.614;$4.895.563;$5.043.913;$7.417.519;1284
calidad.;Gerente de Calidad;Retail & Comercio;Max;$8.407.148;$7.398.290;$7.566.433;$6.935.897;$7.146.075;$10.508.934;1284
calidad.;Gerente de Calidad;Servicios;Min;$8.297.118;$7.301.464;$7.467.406;$6.845.123;$7.052.550;$10.371.398;1284
calidad.;Gerente de Calidad;Servicios;Max;$10.299.871;$9.063.886;$9.269.884;$8.497.393;$8.754.890;$12.874.839;1284
calidad.;Jefe de Calidad;Automotriz;Min;$4.983.809;$4.385.751;$4.485.428;$4.111.642;$4.236.237;$6.229.761;1284
calidad.;Jefe de Calidad;Automotriz;Max;$7.238.496;$6.369.876;$6.514.646;$5.971.759;$6.152.721;$9.048.120;1284
calidad.;Jefe de Calidad;Consumo masivo;Min;$3.876.296;$3.411.140;$3.488.666;$3.197.944;$3.294.851;$4.845.369;1284
calidad.;Jefe de Calidad;Consumo masivo;Max;$4.799.223;$4.223.316;$4.319.301;$3.959.359;$4.079.340;$5.999.029;1284
calidad.;Jefe de Calidad;Gas, Petróleo y Minería;Min;$6.008.248;$5.287.258;$5.407.423;$4.956.805;$5.107.011;$7.510.310;1284
calidad.;Jefe de Calidad;Gas, Petróleo y Minería;Max;$9.155.441;$8.056.788;$8.239.897;$7.553.239;$7.782.125;$11.444.301;1284
calidad.;Jefe de Calidad;Lab & Pharma;Min;$4.983.809;$4.385.751;$4.485.428;$4.111.642;$4.236.237;$6.229.761;1284
calidad.;Jefe de Calidad;Lab & Pharma;Max;$7.238.496;$6.369.876;$6.514.646;$5.971.759;$6.152.721;$9.048.120;1284
calidad.;Jefe de Calidad;Manufactura;Min;$3.719.283;$3.272.969;$3.347.355;$3.068.409;$3.161.391;$4.649.104;1284
calidad.;Jefe de Calidad;Manufactura;Max;$4.649.242;$4.091.333;$4.184.317;$3.835.624;$3.951.855;$5.811.552;1284
calidad.;Jefe de Calidad;Retail & Comercio;Min;$3.433.290;$3.021.295;$3.089.961;$2.832.464;$2.918.297;$4.291.613;1284
calidad.;Jefe de Calidad;Retail & Comercio;Max;$4.649.242;$4.091.333;$4.184.317;$3.835.624;$3.951.855;$5.811.552;1284
calidad.;Jefe de Calidad;Servicios;Min;$5.722.151;$5.035.492;$5.149.935;$4.720.774;$4.863.828;$7.152.688;1284
calidad.;Jefe de Calidad;Servicios;Max;$8.182.675;$7.200.754;$7.364.408;$6.750.707;$6.955.274;$10.228.344;1284
calidad.;Analista de Calidad;Automotriz;Min;$3.691.710;$3.248.705;$3.322.539;$3.045.661;$3.137.954;$4.614.638;1284
calidad.;Analista de Calidad;Automotriz;Max;$5.168.394;$4.548.187;$4.651.555;$4.263.925;$4.393.135;$6.460.493;1284
calidad.;Analista de Calidad;Consumo masivo;Min;$2.953.368;$2.598.964;$2.658.031;$2.436.529;$2.510.363;$3.691.710;1284
calidad.;Analista de Calidad;Consumo masivo;Max;$3.691.710;$3.248.705;$3.322.539;$3.045.661;$3.137.954;$4.614.638;1284
calidad.;Analista de Calidad;Gas, Petróleo y Minería;Min;$3.691.710;$3.248.705;$3.322.539;$3.045.661;$3.137.954;$4.614.638;1284
calidad.;Analista de Calidad;Gas, Petróleo y Minería;Max;$5.149.935;$4.531.943;$4.634.942;$4.248.697;$4.377.445;$6.437.419;1284
calidad.;Analista de Calidad;Lab & Pharma;Min;$2.953.368;$2.598.964;$2.658.031;$2.436.529;$2.510.363;$3.691.710;1284
calidad.;Analista de Calidad;Lab & Pharma;Max;$4.430.052;$3.898.446;$3.987.047;$3.654.793;$3.765.544;$5.537.565;1284
calidad.;Analista de Calidad;Manufactura;Min;$2.768.783;$2.436.529;$2.491.904;$2.284.246;$2.353.465;$3.460.978;1284
calidad.;Analista de Calidad;Manufactura;Max;$3.433.290;$3.021.295;$3.089.961;$2.832.464;$2.918.297;$4.291.613;1284
calidad.;Analista de Calidad;Retail & Comercio;Min;$2.718.013;$2.391.852;$2.446.212;$2.242.361;$2.310.311;$3.397.517;1284
calidad.;Analista de Calidad;Retail & Comercio;Max;$3.433.290;$3.021.295;$3.089.961;$2.832.464;$2.918.297;$4.291.613;1284
calidad.;Analista de Calidad;Servicios;Min;$2.584.197;$2.274.093;$2.325.777;$2.131.963;$2.196.567;$3.230.246;1284
calidad.;Analista de Calidad;Servicios;Max;$3.507.125;$3.086.270;$3.156.412;$2.893.378;$2.981.056;$4.383.906;1284
calidad.;Analista de Calidad;Transporte y logística;Min;$2.431.903;$2.140.074;$2.188.712;$2.006.320;$2.067.117;$3.039.878;1284
calidad.;Analista de Calidad;Transporte y logística;Max;$3.147.186;$2.769.524;$2.832.467;$2.596.428;$2.675.108;$3.933.983;1284
petróleo & gas.;Company Man;Vacio;Min;;;;;;$7.410.424;1284
petróleo & gas.;Company Man;Vacio;Max;;;;;;$9.880.576;1284
petróleo & gas.;Ingeniero en Terminación y  Reparación de pozos;Vacio;Min;;;;;;$6.175.357;1284
petróleo & gas.;Ingeniero en Terminación y  Reparación de pozos;Vacio;Max;;;;;;$8.645.508;1284
petróleo & gas.;Ingeniero en Perforaciones;Vacio;Min;;;;;;$6.175.414;1284
petróleo & gas.;Ingeniero en Perforaciones;Vacio;Max;;;;;;$8.645.508;1284
petróleo & gas.;Gerente de Operaciones de  Perforación;Vacio;Min;;;;;;$9.880.519;1284
petróleo & gas.;Gerente de Operaciones de  Perforación;Vacio;Max;;;;;;$12.350.728;1284
petróleo & gas.;Operador de Fraking;Vacio;Min;;;;;;$6.175.357;1284
petróleo & gas.;Operador de Fraking;Vacio;Max;;;;;;$8.645.508;1284
petróleo & gas.;Ingeniero de Producción;Vacio;Min;;;;;;$5.557.815;1284
petróleo & gas.;Ingeniero de Producción;Vacio;Max;;;;;;$7.410.439;1284
petróleo & gas.;Pulling Supervisor;Vacio;Min;;;;;;$7.410.425;1284
petróleo & gas.;Pulling Supervisor;Vacio;Max;;;;;;$9.880.591;1284
petróleo & gas.;Ingeniero en Reservorio;Vacio;Min;;;;;;$5.557.830;1284
petróleo & gas.;Ingeniero en Reservorio;Vacio;Max;;;;;;$7.410.439;1284
petróleo & gas.;Geólogo;Vacio;Min;;;;;;$6.175.357;1284
petróleo & gas.;Geólogo;Vacio;Max;;;;;;$8.645.508;1284
minería.;Supervisor de Terreno;Vacio;Min;;;;;$2.160.000;;1284
minería.;Supervisor de Terreno;Vacio;Max;;;;;$3.110.400;;1284
minería.;Geólogo de Terreno;Vacio;Min;;;;;$2.916.000;;1284
minería.;Geólogo de Terreno;Vacio;Max;;;;;$4.199.040;;1284
minería.;Asistente de Hidrogeología;Vacio;Min;;;;;$1.620.000;;1284
minería.;Asistente de Hidrogeología;Vacio;Max;;;;;$2.332.800;;1284
minería.;Líder de Medioambiente;Vacio;Min;;;;;$3.996.000;;1284
minería.;Líder de Medioambiente;Vacio;Max;;;;;$5.754.240;;1284
minería.;Especialista de Medio  Ambiente;Vacio;Min;;;;;$1.728.000;;1284
minería.;Especialista de Medio  Ambiente;Vacio;Max;;;;;$2.488.320;;1284
minería.;Coordinador de  Administración minera;Vacio;Min;;;;;$1.900.800;;1284
minería.;Coordinador de  Administración minera;Vacio;Max;;;;;$2.737.152;;1284
minería.;Líder de Seguridad & Higiene  en Minas;Vacio;Min;;;;;$4.806.000;;1284
minería.;Líder de Seguridad & Higiene  en Minas;Vacio;Max;;;;;$6.920.640;;1284
minería.;Coordinador de Seguridad &  Higiene en Minas;Vacio;Min;;;;;$2.592.000;;1284
minería.;Coordinador de Seguridad &  Higiene en Minas;Vacio;Max;;;;;$3.732.480;;1284
minería.;Especialista de Seguridad &  Higiene en Minas;Vacio;Min;;;;;$2.160.000;;1284
minería.;Especialista de Seguridad &  Higiene en Minas;Vacio;Max;;;;;$3.110.400;;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Automotriz;Min;$5.081.270;$4.471.517;$4.573.143;$4.192.047;$4.319.079;$6.351.587;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Automotriz;Max;$7.690.570;$6.767.702;$6.921.513;$6.344.720;$6.536.985;$9.613.213;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Banca & Serv Financieros;Min;$3.707.954;$3.262.999;$3.337.158;$3.059.062;$3.151.760;$4.634.942;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Banca & Serv Financieros;Max;$6.017.871;$5.295.727;$5.416.084;$4.964.744;$5.115.191;$7.522.339;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Consumo masivo;Min;$4.075.648;$3.586.570;$3.668.083;$3.362.409;$3.464.301;$5.094.560;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Consumo masivo;Max;$6.179.923;$5.438.332;$5.561.930;$5.098.436;$5.252.934;$7.724.903;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Gas, Petróleo y Minería;Min;$5.081.270;$4.471.517;$4.573.143;$4.192.047;$4.319.079;$6.351.587;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Gas, Petróleo y Minería;Max;$7.690.570;$6.767.702;$6.921.513;$6.344.720;$6.536.985;$9.613.213;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;IT;Min;$4.257.280;$3.746.406;$3.831.552;$3.512.256;$3.618.688;$5.321.600;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;IT;Max;$6.567.198;$5.779.134;$5.910.478;$5.417.938;$5.582.118;$8.208.997;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Lab & Pharma;Min;$4.784.456;$4.210.321;$4.306.011;$3.947.176;$4.066.788;$5.980.570;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Lab & Pharma;Max;$6.948.980;$6.115.102;$6.254.082;$5.732.908;$5.906.633;$8.686.224;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Manufactura;Min;$3.782.402;$3.328.514;$3.404.162;$3.120.482;$3.215.042;$4.728.002;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Manufactura;Max;$6.182.063;$5.440.216;$5.563.857;$5.100.202;$5.254.754;$7.727.579;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Retail & Comercio;Min;$3.782.026;$3.328.182;$3.403.823;$3.120.171;$3.214.722;$4.727.532;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Retail & Comercio;Max;$6.179.930;$5.438.339;$5.561.937;$5.098.443;$5.252.941;$7.724.913;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Servicios;Min;$3.782.026;$3.328.182;$3.403.823;$3.120.171;$3.214.722;$4.727.532;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Servicios;Max;$6.179.930;$5.438.339;$5.561.937;$5.098.443;$5.252.941;$7.724.913;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Transporte y logística;Min;$3.782.026;$3.328.182;$3.403.823;$3.120.171;$3.214.722;$4.727.532;1284
higiene y seguridad.;Jefe de Seguridad e  Higiene;Transporte y logística;Max;$6.179.930;$5.438.339;$5.561.937;$5.098.443;$5.252.941;$7.724.913;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Automotriz;Min;$3.707.946;$3.262.992;$3.337.151;$3.059.055;$3.151.754;$4.634.932;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Automotriz;Max;$4.943.938;$4.350.665;$4.449.544;$4.078.749;$4.202.347;$6.179.923;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Banca & Serv Financieros;Min;$2.695.404;$2.371.955;$2.425.863;$2.223.708;$2.291.093;$3.369.254;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Banca & Serv Financieros;Max;$4.061.283;$3.573.929;$3.655.155;$3.350.559;$3.452.091;$5.076.604;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Consumo masivo;Min;$2.835.233;$2.495.005;$2.551.710;$2.339.067;$2.409.948;$3.544.042;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Consumo masivo;Max;$3.544.042;$3.118.757;$3.189.637;$2.923.834;$3.012.435;$4.430.052;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Gas, Petróleo y Minería;Min;$3.707.946;$3.262.992;$3.337.151;$3.059.055;$3.151.754;$4.634.932;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Gas, Petróleo y Minería;Max;$4.943.938;$4.350.665;$4.449.544;$4.078.749;$4.202.347;$6.179.923;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;IT;Min;$2.727.344;$2.400.063;$2.454.609;$2.250.059;$2.318.242;$3.409.180;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;IT;Max;$4.334.187;$3.814.085;$3.900.769;$3.575.704;$3.684.059;$5.417.734;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Lab & Pharma;Min;$2.835.233;$2.495.005;$2.551.710;$2.339.067;$2.409.948;$3.544.042;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Lab & Pharma;Max;$4.252.850;$3.742.508;$3.827.565;$3.508.601;$3.614.922;$5.316.062;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Manufactura;Min;$2.335.931;$2.055.619;$2.102.338;$1.927.143;$1.985.541;$2.919.914;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Manufactura;Max;$3.433.518;$3.021.496;$3.090.166;$2.832.652;$2.918.490;$4.291.897;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Retail & Comercio;Min;$2.334.551;$2.054.405;$2.101.096;$1.926.005;$1.984.368;$2.918.189;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Retail & Comercio;Max;$3.433.330;$3.021.330;$3.089.997;$2.832.497;$2.918.330;$4.291.662;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Servicios;Min;$2.334.551;$2.054.405;$2.101.096;$1.926.005;$1.984.368;$2.918.189;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Servicios;Max;$3.433.330;$3.021.330;$3.089.997;$2.832.497;$2.918.330;$4.291.662;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Transporte y logística;Min;$2.334.551;$2.054.405;$2.101.096;$1.926.005;$1.984.368;$2.918.189;1284
higiene y seguridad.;Analista de Seguridad e  Higiene;Transporte y logística;Max;$3.433.330;$3.021.330;$3.089.997;$2.832.497;$2.918.330;$4.291.662;1284
logística.;Gerente de Logística;Automotriz;Min;$8.584.426;$7.554.295;$7.897.672;$7.082.151;$7.296.762;$10.730.532;1284
logística.;Gerente de Logística;Automotriz;Max;$10.876.579;$9.571.389;$10.006.453;$8.973.178;$9.245.092;$13.595.724;1284
logística.;Gerente de Logística;Consumo masivo;Min;$5.281.200;$4.647.456;$4.858.704;$4.356.990;$4.489.020;$6.601.500;1284
logística.;Gerente de Logística;Consumo masivo;Max;$7.050.240;$6.204.211;$6.486.221;$5.816.448;$5.992.704;$8.812.800;1284
logística.;Gerente de Logística;Gas, Petróleo y Minería;Min;$8.583.226;$7.553.239;$7.896.568;$7.081.161;$7.295.742;$10.729.032;1284
logística.;Gerente de Logística;Gas, Petróleo y Minería;Max;$10.986.529;$9.668.145;$10.107.607;$9.063.886;$9.338.550;$13.733.161;1284
logística.;Gerente de Logística;Lab & Pharma;Min;$7.152.691;$6.294.368;$6.580.476;$5.900.970;$6.079.788;$8.940.864;1284
logística.;Gerente de Logística;Lab & Pharma;Max;$10.986.529;$9.668.145;$10.107.607;$9.063.886;$9.338.550;$13.733.161;1284
logística.;Gerente de Logística;Manufactura;Min;$5.940.000;$5.227.200;$5.464.800;$4.900.500;$5.049.000;$7.425.000;1284
logística.;Gerente de Logística;Manufactura;Max;$9.227.520;$8.120.218;$8.489.318;$7.612.704;$7.843.392;$11.534.400;1284
logística.;Gerente de Logística;Retail & Comercio;Min;$5.616.000;$4.942.080;$5.166.720;$4.633.200;$4.773.600;$7.020.000;1284
logística.;Gerente de Logística;Retail & Comercio;Max;$8.926.556;$7.855.370;$8.212.432;$7.364.409;$7.587.573;$11.158.195;1284
logística.;Gerente de Logística;Servicios;Min;$5.616.000;$4.942.080;$5.166.720;$4.633.200;$4.773.600;$7.020.000;1284
logística.;Gerente de Logística;Servicios;Max;$8.926.537;$7.855.353;$8.212.414;$7.364.393;$7.587.556;$11.158.171;1284
logística.;Gerente de Logística;Transporte y logística;Min;$6.294.368;$6.580.476;$5.900.970;$6.079.788;$8.940.864;$7.152.691;1284
logística.;Gerente de Logística;Transporte y logística;Max;$9.668.145;$10.107.607;$9.063.886;$9.338.550;$13.733.161;$10.986.529;1284
logística.;Ingeniero de Logística;Automotriz;Min;$2.861.075;$2.517.746;$2.632.189;$2.360.387;$2.431.914;$3.576.344;1284
logística.;Ingeniero de Logística;Automotriz;Max;$4.231.530;$3.723.747;$3.893.008;$3.491.012;$3.596.801;$5.289.413;1284
logística.;Ingeniero de Logística;Consumo masivo;Min;$1.998.000;$1.758.240;$1.838.160;$1.648.350;$1.698.300;$2.497.500;1284
logística.;Ingeniero de Logística;Consumo masivo;Max;$2.872.800;$2.528.064;$2.642.976;$2.370.060;$2.441.880;$3.591.000;1284
logística.;Ingeniero de Logística;Gas, Petróleo y Minería;Min;$2.861.075;$2.517.746;$2.632.189;$2.360.387;$2.431.914;$3.576.344;1284
logística.;Ingeniero de Logística;Gas, Petróleo y Minería;Max;$4.231.536;$3.723.752;$3.893.013;$3.491.017;$3.596.806;$5.289.420;1284
logística.;Ingeniero de Logística;Lab & Pharma;Min;$2.288.860;$2.014.197;$2.105.751;$1.888.310;$1.945.531;$2.861.075;1284
logística.;Ingeniero de Logística;Lab & Pharma;Max;$3.433.290;$3.021.295;$3.158.627;$2.832.464;$2.918.297;$4.291.613;1284
logística.;Ingeniero de Logística;Manufactura;Min;$1.933.200;$1.701.216;$1.778.544;$1.594.890;$1.643.220;$2.416.500;1284
logística.;Ingeniero de Logística;Manufactura;Max;$3.121.200;$2.746.656;$2.871.504;$2.574.990;$2.653.020;$3.901.500;1284
logística.;Ingeniero de Logística;Retail & Comercio;Min;$1.782.000;$1.568.160;$1.639.440;$1.470.150;$1.514.700;$2.227.500;1284
logística.;Ingeniero de Logística;Retail & Comercio;Max;$2.667.600;$2.347.488;$2.454.192;$2.200.770;$2.267.460;$3.334.500;1284
logística.;Ingeniero de Logística;Servicios;Min;$1.568.160;$1.639.440;$1.470.150;$1.514.700;$2.227.500;$1.782.000;1284
logística.;Ingeniero de Logística;Servicios;Max;$2.376.000;$2.484.000;$2.227.500;$2.295.000;$3.375.000;$2.700.000;1284
logística.;Ingeniero de Logística;Transporte y logística;Min;$1.777.248;$1.858.032;$1.666.170;$1.716.660;$2.524.500;$2.019.600;1284
logística.;Ingeniero de Logística;Transporte y logística;Max;$2.566.080;$2.682.720;$2.405.700;$2.478.600;$3.645.000;$2.916.000;1284
Logística.;Jefe de Logística;Automotriz;Min;$4.557.600;$4.010.688;$4.192.992;$3.760.020;$3.873.960;$5.697.000;1284
Logística.;Jefe de Logística;Automotriz;Max;$6.588.000;$5.797.440;$6.060.960;$5.435.100;$5.599.800;$8.235.000;1284
Logística.;Jefe de Logística;Consumo masivo;Min;$3.132.000;$2.756.160;$2.881.440;$2.583.900;$2.662.200;$3.915.000;1284
Logística.;Jefe de Logística;Consumo masivo;Max;$4.536.000;$3.991.680;$4.173.120;$3.742.200;$3.855.600;$5.670.000;1284
Logística.;Jefe de Logística;Gas, Petróleo y Minería;Min;$4.104.000;$3.611.520;$3.775.680;$3.385.800;$3.488.400;$5.130.000;1284
Logística.;Jefe de Logística;Gas, Petróleo y Minería;Max;$6.561.000;$5.773.680;$6.036.120;$5.412.825;$5.576.850;$8.201.250;1284
Logística.;Jefe de Logística;Lab & Pharma;Min;$4.260.141;$3.748.924;$3.919.330;$3.514.616;$3.621.120;$5.325.176;1284
Logística.;Jefe de Logística;Lab & Pharma;Max;$6.231.600;$5.483.808;$5.733.072;$5.141.070;$5.296.860;$7.789.500;1284
Logística.;Jefe de Logística;Manufactura;Min;$3.369.600;$2.965.248;$3.100.032;$2.779.920;$2.864.160;$4.212.000;1284
Logística.;Jefe de Logística;Manufactura;Max;$5.140.800;$4.523.904;$4.729.536;$4.241.160;$4.369.680;$6.426.000;1284
Logística.;Jefe de Logística;Retail & Comercio;Min;$3.002.400;$2.642.112;$2.762.208;$2.476.980;$2.552.040;$3.753.000;1284
Logística.;Jefe de Logística;Retail & Comercio;Max;$4.212.000;$3.706.560;$3.875.040;$3.474.900;$3.580.200;$5.265.000;1284
Logística.;Jefe de Logística;Servicios;Min;$3.002.400;$2.642.112;$2.762.208;$2.476.980;$2.552.040;$3.753.000;1284
Logística.;Jefe de Logística;Servicios;Max;$4.212.000;$3.706.560;$3.875.040;$3.474.900;$3.580.200;$5.265.000;1284
Logística.;Jefe de Logística;Transporte y logística;Min;$2.974.752;$3.109.968;$2.788.830;$2.873.340;$4.225.500;$3.380.400;1284
Logística.;Jefe de Logística;Transporte y logística;Max;$4.267.296;$4.461.264;$4.000.590;$4.121.820;$6.061.500;$4.849.200;1284
mantenimiento.;Gerente de mantenimiento;Automotriz;Min;$8.411.561;$7.402.174;$7.570.405;$6.939.538;$7.149.827;$10.514.452;1284
mantenimiento.;Gerente de mantenimiento;Automotriz;Max;$12.874.839;$11.329.858;$11.587.355;$10.621.742;$10.943.613;$16.093.548;1284
mantenimiento.;Gerente de mantenimiento;Banca & Serv Financieros;Min;$7.896.568;$6.948.980;$7.106.911;$6.514.668;$6.712.083;$9.870.710;1284
