Area_profesional;Puesto;Sector;Tipo_rango;Buenos Aires;Cuyo;Litoral-Centro;NEA;NOA;Patagonia;Dolar_Promedio_Mes
marketing y comunicaciones;Gerente de Marketing;Automotriz;Max;$7.917.288;$6.967.213;$6.333.830;$6.531.762;$6.729.694;$9.896.609;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Min;$4.064.487;$3.576.749;$3.251.590;$3.353.202;$3.454.814;$5.080.609;1284
marketing y comunicaciones;Gerente de Marketing;Banca & Serv Financieros;Max;$5.651.688;$4.973.486;$4.521.351;$4.662.643;$4.803.935;$7.064.610;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Min;$4.326.349;$3.807.187;$3.461.079;$3.569.238;$3.677.397;$5.407.936;1284
marketing y comunicaciones;Gerente de Marketing;Consumo masivo;Max;$5.651.675;$4.973.474;$4.521.340;$4.662.632;$4.803.923;$7.064.593;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Min;$4.291.613;$3.776.619;$3.433.290;$3.540.581;$3.647.871;$5.364.516;1284
marketing y comunicaciones;Gerente de Marketing;Gas, Petróleo y Minería;Max;$6.294.366;$5.539.042;$5.035.492;$5.192.852;$5.350.211;$7.867.957;1284
marketing y comunicaciones;Gerente de Marketing;IT;Min;$3.870.940;$3.406.428;$3.096.752;$3.193.526;$3.290.299;$4.838.675;1284
marketing y comunicaciones;Gerente de Marketing;IT;Max;$7.917.288;$6.967.213;$6.333.830;$6.531.762;$6.729.694;$9.896.609;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Min;$3.870.940;$3.406.428;$3.096.752;$3.193.526;$3.290.299;$4.838.675;1284
marketing y comunicaciones;Gerente de Marketing;Lab & Pharma;Max;$6.508.946;$5.727.873;$5.207.157;$5.369.881;$5.532.604;$8.136.183;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Min;$4.098.648;$3.606.810;$3.278.918;$3.381.384;$3.483.851;$5.123.310;1284
marketing y comunicaciones;Gerente de Marketing;Manufactura;Max;$6.165.483;$5.425.625;$4.932.386;$5.086.523;$5.240.660;$7.706.853;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Min;$4.086.720;$3.596.314;$3.269.376;$3.371.544;$3.473.712;$5.108.400;1284
marketing y comunicaciones;Gerente de Marketing;Retail & Comercio;Max;$5.933.761;$5.221.710;$4.747.009;$4.895.353;$5.043.697;$7.417.202;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Min;$4.088.126;$3.597.551;$3.270.501;$3.372.704;$3.474.907;$5.110.158;1284
marketing y comunicaciones;Gerente de Marketing;Servicios;Max;$5.494.486;$4.835.148;$4.395.589;$4.532.951;$4.670.313;$6.868.108;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Min;$4.089.096;$3.598.404;$3.271.277;$3.373.504;$3.475.732;$5.111.370;1284
marketing y comunicaciones;Gerente de Marketing;Transporte y logística;Max;$5.114.172;$4.500.471;$4.091.338;$4.219.192;$4.347.046;$6.392.715;1284
marketing y comunicaciones;Jefe de Marketing;Automotriz;Min;$3.124.938;$2.749.945;$2.499.950;$2.578.074;$2.656.197;$3.906.172;1284
marketing y comunicaciones;Jefe de Marketing;Automotriz;Max;$4.727.955;$4.160.601;$3.782.364;$3.900.563;$4.018.762;$5.909.944;1284
marketing y comunicaciones;Jefe de Marketing;Banca & Serv Financieros;Min;$3.286.382;$2.892.016;$2.629.106;$2.711.265;$2.793.425;$4.107.978;1284
marketing y comunicaciones;Jefe de Marketing;Banca & Serv Financieros;Max;$4.982.435;$4.384.543;$3.985.948;$4.110.509;$4.235.070;$6.228.044;1284
marketing y comunicaciones;Jefe de Marketing;Consumo masivo;Min;$3.284.677;$2.890.516;$2.627.742;$2.709.859;$2.791.976;$4.105.847;1284
marketing y comunicaciones;Jefe de Marketing;Consumo masivo;Max;$4.982.472;$4.384.575;$3.985.978;$4.110.539;$4.235.101;$6.228.090;1284
marketing y comunicaciones;Jefe de Marketing;Gas, Petróleo y Minería;Min;$3.367.486;$2.963.387;$2.693.988;$2.778.176;$2.862.363;$4.209.357;1284
marketing y comunicaciones;Jefe de Marketing;Gas, Petróleo y Minería;Max;$5.149.935;$4.531.943;$4.119.948;$4.248.697;$4.377.445;$6.437.419;1284
marketing y comunicaciones;Jefe de Marketing;IT;Min;$3.286.378;$2.892.013;$2.629.103;$2.711.262;$2.793.421;$4.107.973;1284
marketing y comunicaciones;Jefe de Marketing;IT;Max;$4.982.551;$4.384.645;$3.986.041;$4.110.605;$4.235.168;$6.228.189;1284
marketing y comunicaciones;Jefe de Marketing;Lab & Pharma;Min;$3.131.919;$2.756.088;$2.505.535;$2.583.833;$2.662.131;$3.914.898;1284
marketing y comunicaciones;Jefe de Marketing;Lab & Pharma;Max;$4.411.475;$3.882.098;$3.529.180;$3.639.467;$3.749.754;$5.514.343;1284
marketing y comunicaciones;Jefe de Marketing;Manufactura;Min;$3.286.378;$2.892.013;$2.629.103;$2.711.262;$2.793.421;$4.107.973;1284
marketing y comunicaciones;Jefe de Marketing;Manufactura;Max;$4.982.551;$4.384.645;$3.986.041;$4.110.605;$4.235.168;$6.228.189;1284
marketing y comunicaciones;Jefe de Marketing;Retail & Comercio;Min;$3.160.566;$2.781.298;$2.528.453;$2.607.467;$2.686.481;$3.950.708;1284
marketing y comunicaciones;Jefe de Marketing;Retail & Comercio;Max;$4.375.706;$3.850.621;$3.500.565;$3.609.958;$3.719.350;$5.469.633;1284
marketing y comunicaciones;Jefe de Marketing;Servicios;Min;$3.160.939;$2.781.627;$2.528.751;$2.607.775;$2.686.798;$3.951.174;1284
marketing y comunicaciones;Jefe de Marketing;Servicios;Max;$4.376.651;$3.851.453;$3.501.321;$3.610.737;$3.720.154;$5.470.814;1284
marketing y comunicaciones;Jefe de Marketing;Transporte y logística;Min;$3.160.588;$2.781.317;$2.528.470;$2.607.485;$2.686.499;$3.950.734;1284
marketing y comunicaciones;Jefe de Marketing;Transporte y logística;Max;$4.781.077;$4.207.348;$3.824.862;$3.944.389;$4.063.916;$5.976.347;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Automotriz;Min;$3.872.880;$3.408.134;$3.098.304;$3.195.126;$3.291.948;$4.841.100;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Automotriz;Max;$6.123.266;$5.388.474;$4.898.613;$5.051.694;$5.204.776;$7.654.082;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Banca & Serv Financieros;Min;$3.866.985;$3.402.947;$3.093.588;$3.190.262;$3.286.937;$4.833.731;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Banca & Serv Financieros;Max;$6.122.099;$5.387.447;$4.897.679;$5.050.732;$5.203.784;$7.652.624;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Consumo masivo;Min;$4.081.556;$3.591.769;$3.265.244;$3.367.283;$3.469.322;$5.101.944;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Consumo masivo;Max;$6.123.265;$5.388.473;$4.898.612;$5.051.693;$5.204.775;$7.654.081;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Gas, Petróleo y Minería;Min;$4.291.613;$3.776.619;$3.433.290;$3.540.581;$3.647.871;$5.364.516;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Gas, Petróleo y Minería;Max;$6.866.581;$6.042.591;$5.493.264;$5.664.929;$5.836.594;$8.583.226;1284
marketing y comunicaciones;Gerente de  Comunicaciones;IT;Min;$3.866.991;$3.402.952;$3.093.593;$3.190.268;$3.286.943;$4.833.739;1284
marketing y comunicaciones;Gerente de  Comunicaciones;IT;Max;$6.123.265;$5.388.473;$4.898.612;$5.051.693;$5.204.775;$7.654.081;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Lab & Pharma;Min;$3.866.940;$3.402.907;$3.093.552;$3.190.226;$3.286.899;$4.833.675;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Lab & Pharma;Max;$5.114.172;$4.500.471;$4.091.338;$4.219.192;$4.347.046;$6.392.715;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Manufactura;Min;$4.081.556;$3.591.769;$3.265.244;$3.367.283;$3.469.322;$5.101.944;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Manufactura;Max;$6.123.265;$5.388.473;$4.898.612;$5.051.693;$5.204.775;$7.654.081;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Retail & Comercio;Min;$3.869.316;$3.404.998;$3.095.453;$3.192.186;$3.288.919;$4.836.645;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Retail & Comercio;Max;$4.849.857;$4.267.874;$3.879.886;$4.001.132;$4.122.379;$6.062.322;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Servicios;Min;$4.230.468;$3.722.812;$3.384.374;$3.490.136;$3.595.898;$5.288.085;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Servicios;Max;$4.898.395;$4.310.588;$3.918.716;$4.041.176;$4.163.636;$6.122.994;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Transporte y logística;Min;$4.223.378;$3.716.573;$3.378.703;$3.484.287;$3.589.872;$5.279.223;1284
marketing y comunicaciones;Gerente de  Comunicaciones;Transporte y logística;Max;$5.083.452;$4.473.438;$4.066.762;$4.193.848;$4.320.934;$6.354.315;1284
marketing y comunicaciones;Jefe de Comunicaciones;Automotriz;Min;$2.764.243;$2.432.534;$2.211.395;$2.280.501;$2.349.607;$3.455.304;1284
marketing y comunicaciones;Jefe de Comunicaciones;Automotriz;Max;$4.982.551;$4.384.645;$3.986.041;$4.110.605;$4.235.168;$6.228.189;1284
marketing y comunicaciones;Jefe de Comunicaciones;Banca & Serv Financieros;Min;$2.973.611;$2.616.778;$2.378.889;$2.453.229;$2.527.569;$3.717.014;1284
marketing y comunicaciones;Jefe de Comunicaciones;Banca & Serv Financieros;Max;$4.727.957;$4.160.602;$3.782.365;$3.900.564;$4.018.763;$5.909.946;1284
marketing y comunicaciones;Jefe de Comunicaciones;Consumo masivo;Min;$2.974.752;$2.617.782;$2.379.802;$2.454.170;$2.528.539;$3.718.440;1284
marketing y comunicaciones;Jefe de Comunicaciones;Consumo masivo;Max;$4.728.240;$4.160.851;$3.782.592;$3.900.798;$4.019.004;$5.910.300;1284
marketing y comunicaciones;Jefe de Comunicaciones;Gas, Petróleo y Minería;Min;$3.016.486;$2.654.508;$2.413.189;$2.488.601;$2.564.013;$3.770.608;1284
marketing y comunicaciones;Jefe de Comunicaciones;Gas, Petróleo y Minería;Max;$5.149.935;$4.531.943;$4.119.948;$4.248.697;$4.377.445;$6.437.419;1284
marketing y comunicaciones;Jefe de Comunicaciones;IT;Min;$2.914.123;$2.564.429;$2.331.299;$2.404.152;$2.477.005;$3.642.654;1284
marketing y comunicaciones;Jefe de Comunicaciones;IT;Max;$4.727.955;$4.160.601;$3.782.364;$3.900.563;$4.018.762;$5.909.944;1284
marketing y comunicaciones;Jefe de Comunicaciones;Lab & Pharma;Min;$2.739.052;$2.410.366;$2.191.242;$2.259.718;$2.328.194;$3.423.815;1284
marketing y comunicaciones;Jefe de Comunicaciones;Lab & Pharma;Max;$4.100.533;$3.608.469;$3.280.426;$3.382.940;$3.485.453;$5.125.666;1284
marketing y comunicaciones;Jefe de Comunicaciones;Manufactura;Min;$3.122.291;$2.747.616;$2.497.833;$2.575.890;$2.653.947;$3.902.864;1284
marketing y comunicaciones;Jefe de Comunicaciones;Manufactura;Max;$4.727.955;$4.160.601;$3.782.364;$3.900.563;$4.018.762;$5.909.944;1284
marketing y comunicaciones;Jefe de Comunicaciones;Retail & Comercio;Min;$2.675.673;$2.354.592;$2.140.538;$2.207.430;$2.274.322;$3.344.591;1284
marketing y comunicaciones;Jefe de Comunicaciones;Retail & Comercio;Max;$4.353.591;$3.831.160;$3.482.873;$3.591.713;$3.700.552;$5.441.989;1284
marketing y comunicaciones;Jefe de Comunicaciones;Servicios;Min;$2.675.376;$2.354.331;$2.140.301;$2.207.185;$2.274.070;$3.344.220;1284
marketing y comunicaciones;Jefe de Comunicaciones;Servicios;Max;$4.160.376;$3.661.131;$3.328.301;$3.432.310;$3.536.320;$5.200.470;1284
marketing y comunicaciones;Jefe de Comunicaciones;Transporte y logística;Min;$2.676.564;$2.355.376;$2.141.251;$2.208.165;$2.275.079;$3.345.705;1284
marketing y comunicaciones;Jefe de Comunicaciones;Transporte y logística;Max;$4.160.786;$3.661.491;$3.328.629;$3.432.648;$3.536.668;$5.200.982;1284
marketing y comunicaciones;Analista de Marketing  Digital;Automotriz;Min;$2.507.250;$2.206.380;$2.005.800;$2.068.482;$2.131.163;$3.134.063;1284
marketing y comunicaciones;Analista de Marketing  Digital;Automotriz;Max;$3.474.900;$3.057.912;$2.779.920;$2.866.793;$2.953.665;$4.343.625;1284
marketing y comunicaciones;Analista de Marketing  Digital;Banca & Serv Financieros;Min;$2.507.246;$2.206.377;$2.005.797;$2.068.478;$2.131.159;$3.134.058;1284
marketing y comunicaciones;Analista de Marketing  Digital;Banca & Serv Financieros;Max;$3.471.574;$3.054.985;$2.777.259;$2.864.048;$2.950.838;$4.339.467;1284
marketing y comunicaciones;Analista de Marketing  Digital;Consumo masivo;Min;$2.424.590;$2.133.639;$1.939.672;$2.000.286;$2.060.901;$3.030.737;1284
marketing y comunicaciones;Analista de Marketing  Digital;Consumo masivo;Max;$3.278.706;$2.885.262;$2.622.965;$2.704.933;$2.786.900;$4.098.383;1284
marketing y comunicaciones;Analista de Marketing  Digital;Gas, Petróleo y Minería;Min;$2.645.007;$2.327.606;$2.116.005;$2.182.131;$2.248.256;$3.306.259;1284
marketing y comunicaciones;Analista de Marketing  Digital;Gas, Petróleo y Minería;Max;$3.471.571;$3.054.983;$2.777.257;$2.864.046;$2.950.836;$4.339.464;1284
marketing y comunicaciones;Analista de Marketing  Digital;IT;Min;$2.512.757;$2.211.226;$2.010.205;$2.073.024;$2.135.843;$3.140.946;1284
marketing y comunicaciones;Analista de Marketing  Digital;IT;Max;$3.468.960;$3.052.685;$2.775.168;$2.861.892;$2.948.616;$4.336.200;1284
marketing y comunicaciones;Analista de Marketing  Digital;Lab & Pharma;Min;$2.645.007;$2.327.606;$2.116.005;$2.182.131;$2.248.256;$3.306.259;1284
marketing y comunicaciones;Analista de Marketing  Digital;Lab & Pharma;Max;$3.472.524;$3.055.821;$2.778.019;$2.864.832;$2.951.645;$4.340.655;1284
marketing y comunicaciones;Analista de Marketing  Digital;Manufactura;Min;$2.424.594;$2.133.643;$1.939.675;$2.000.290;$2.060.905;$3.030.743;1284
marketing y comunicaciones;Analista de Marketing  Digital;Manufactura;Max;$3.278.715;$2.885.269;$2.622.972;$2.704.940;$2.786.907;$4.098.393;1284
marketing y comunicaciones;Analista de Marketing  Digital;Retail & Comercio;Min;$2.424.579;$2.133.629;$1.939.663;$2.000.277;$2.060.892;$3.030.723;1284
marketing y comunicaciones;Analista de Marketing  Digital;Retail & Comercio;Max;$3.277.811;$2.884.474;$2.622.249;$2.704.194;$2.786.139;$4.097.264;1284
marketing y comunicaciones;Analista de Marketing  Digital;Servicios;Min;$2.423.520;$2.132.698;$1.938.816;$1.999.404;$2.059.992;$3.029.400;1284
marketing y comunicaciones;Analista de Marketing  Digital;Servicios;Max;$3.278.642;$2.885.205;$2.622.914;$2.704.880;$2.786.846;$4.098.303;1284
marketing y comunicaciones;Analista de Marketing  Digital;Transporte y logística;Min;$2.424.708;$2.133.743;$1.939.766;$2.000.384;$2.061.002;$3.030.885;1284
marketing y comunicaciones;Analista de Marketing  Digital;Transporte y logística;Max;$3.278.880;$2.885.414;$2.623.104;$2.705.076;$2.787.048;$4.098.600;1284
marketing y comunicaciones;Analista de Comunicaciones;Automotriz;Min;$2.361.384;$2.078.018;$1.889.107;$1.948.142;$2.007.176;$2.951.730;1284
marketing y comunicaciones;Analista de Comunicaciones;Automotriz;Max;$3.187.868;$2.805.324;$2.550.295;$2.629.991;$2.709.688;$3.984.835;1284
marketing y comunicaciones;Analista de Comunicaciones;Banca & Serv Financieros;Min;$2.361.388;$2.078.021;$1.889.110;$1.948.145;$2.007.179;$2.951.735;1284
marketing y comunicaciones;Analista de Comunicaciones;Banca & Serv Financieros;Max;$3.187.873;$2.805.328;$2.550.299;$2.629.995;$2.709.692;$3.984.842;1284
marketing y comunicaciones;Analista de Comunicaciones;Consumo masivo;Min;$2.268.000;$1.995.840;$1.814.400;$1.871.100;$1.927.800;$2.835.000;1284
marketing y comunicaciones;Analista de Comunicaciones;Consumo masivo;Max;$3.061.800;$2.694.384;$2.449.440;$2.525.985;$2.602.530;$3.827.250;1284
marketing y comunicaciones;Analista de Comunicaciones;Gas, Petróleo y Minería;Min;$2.330.542;$2.050.877;$1.864.434;$1.922.697;$1.980.961;$2.913.177;1284
marketing y comunicaciones;Analista de Comunicaciones;Gas, Petróleo y Minería;Max;$3.146.232;$2.768.684;$2.516.985;$2.595.641;$2.674.297;$3.932.789;1284
marketing y comunicaciones;Analista de Comunicaciones;IT;Min;$2.361.388;$2.078.021;$1.889.110;$1.948.145;$2.007.180;$2.951.735;1284
marketing y comunicaciones;Analista de Comunicaciones;IT;Max;$3.187.874;$2.805.329;$2.550.299;$2.629.996;$2.709.693;$3.984.842;1284
marketing y comunicaciones;Analista de Comunicaciones;Lab & Pharma;Min;$2.224.405;$1.957.477;$1.779.524;$1.835.134;$1.890.744;$2.780.507;1284
marketing y comunicaciones;Analista de Comunicaciones;Lab & Pharma;Max;$3.002.947;$2.642.593;$2.402.358;$2.477.431;$2.552.505;$3.753.684;1284
marketing y comunicaciones;Analista de Comunicaciones;Manufactura;Min;$2.268.000;$1.995.840;$1.814.400;$1.871.100;$1.927.800;$2.835.000;1284
marketing y comunicaciones;Analista de Comunicaciones;Manufactura;Max;$3.061.800;$2.694.384;$2.449.440;$2.525.985;$2.602.530;$3.827.250;1284
marketing y comunicaciones;Analista de Comunicaciones;Retail & Comercio;Min;$2.268.022;$1.995.859;$1.814.417;$1.871.118;$1.927.818;$2.835.027;1284
marketing y comunicaciones;Analista de Comunicaciones;Retail & Comercio;Max;$3.060.720;$2.693.434;$2.448.576;$2.525.094;$2.601.612;$3.825.900;1284
marketing y comunicaciones;Analista de Comunicaciones;Servicios;Min;$2.268.972;$1.996.695;$1.815.178;$1.871.902;$1.928.626;$2.836.215;1284
marketing y comunicaciones;Analista de Comunicaciones;Servicios;Max;$3.063.139;$2.695.562;$2.450.511;$2.527.090;$2.603.668;$3.828.924;1284
marketing y comunicaciones;Analista de Comunicaciones;Transporte y logística;Min;$2.268.005;$1.995.845;$1.814.404;$1.871.104;$1.927.805;$2.835.007;1284
marketing y comunicaciones;Analista de Comunicaciones;Transporte y logística;Max;$3.062.759;$2.695.228;$2.450.207;$2.526.776;$2.603.345;$3.828.449;1284
marketing y comunicaciones;Analista de Marketing;Automotriz;Min;$2.503.530;$2.203.106;$2.002.824;$2.065.412;$2.128.001;$3.129.413;1284
marketing y comunicaciones;Analista de Marketing;Automotriz;Max;$3.085.290;$2.715.055;$2.468.232;$2.545.364;$2.622.497;$3.856.613;1284
marketing y comunicaciones;Analista de Marketing;Banca & Serv Financieros;Min;$2.528.936;$2.225.464;$2.023.149;$2.086.372;$2.149.596;$3.161.170;1284
marketing y comunicaciones;Analista de Marketing;Banca & Serv Financieros;Max;$3.225.467;$2.838.411;$2.580.373;$2.661.010;$2.741.647;$4.031.833;1284
marketing y comunicaciones;Analista de Marketing;Consumo masivo;Min;$2.467.609;$2.171.496;$1.974.087;$2.035.777;$2.097.467;$3.084.511;1284
marketing y comunicaciones;Analista de Marketing;Consumo masivo;Max;$3.494.259;$3.074.948;$2.795.407;$2.882.763;$2.970.120;$4.367.823;1284
marketing y comunicaciones;Analista de Marketing;Gas, Petróleo y Minería;Min;$2.705.643;$2.380.966;$2.164.514;$2.232.155;$2.299.796;$3.382.053;1284
marketing y comunicaciones;Analista de Marketing;Gas, Petróleo y Minería;Max;$3.104.267;$2.731.755;$2.483.413;$2.561.020;$2.638.627;$3.880.333;1284
marketing y comunicaciones;Analista de Marketing;IT;Min;$2.720.761;$2.394.269;$2.176.609;$2.244.628;$2.312.647;$3.400.951;1284
marketing y comunicaciones;Analista de Marketing;IT;Max;$3.085.290;$2.715.055;$2.468.232;$2.545.364;$2.622.497;$3.856.613;1284
marketing y comunicaciones;Analista de Marketing;Lab & Pharma;Min;$2.444.785;$2.151.411;$1.955.828;$2.016.948;$2.078.067;$3.055.981;1284
marketing y comunicaciones;Analista de Marketing;Lab & Pharma;Max;$3.077.104;$2.707.852;$2.461.683;$2.538.611;$2.615.539;$3.846.380;1284
marketing y comunicaciones;Analista de Marketing;Manufactura;Min;$2.365.609;$2.081.736;$1.892.487;$1.951.628;$2.010.768;$2.957.011;1284
marketing y comunicaciones;Analista de Marketing;Manufactura;Max;$3.085.290;$2.715.055;$2.468.232;$2.545.364;$2.622.497;$3.856.613;1284
marketing y comunicaciones;Analista de Marketing;Retail & Comercio;Min;$2.467.404;$2.171.316;$1.973.923;$2.035.608;$2.097.294;$3.084.255;1284
marketing y comunicaciones;Analista de Marketing;Retail & Comercio;Max;$3.494.259;$3.074.948;$2.795.407;$2.882.763;$2.970.120;$4.367.823;1284
marketing y comunicaciones;Analista de Marketing;Servicios;Min;$2.468.783;$2.172.529;$1.975.027;$2.036.746;$2.098.466;$3.085.979;1284
marketing y comunicaciones;Analista de Marketing;Servicios;Max;$3.226.756;$2.839.545;$2.581.404;$2.662.073;$2.742.742;$4.033.444;1284
marketing y comunicaciones;Analista de Marketing;Transporte y logística;Min;$2.467.609;$2.171.496;$1.974.087;$2.035.777;$2.097.467;$3.084.511;1284
marketing y comunicaciones;Analista de Marketing;Transporte y logística;Max;$3.225.672;$2.838.592;$2.580.538;$2.661.180;$2.741.822;$4.032.091;1284
marketing y comunicaciones;Community Manager;Automotriz;Min;$2.402.782;$2.114.448;$1.922.225;$1.982.295;$2.042.364;$3.003.477;1284
marketing y comunicaciones;Community Manager;Automotriz;Max;$3.372.381;$2.967.695;$2.697.905;$2.782.214;$2.866.524;$4.215.476;1284
marketing y comunicaciones;Community Manager;Banca & Serv Financieros;Min;$2.402.777;$2.114.444;$1.922.222;$1.982.291;$2.042.361;$3.003.472;1284
marketing y comunicaciones;Community Manager;Banca & Serv Financieros;Max;$3.372.381;$2.967.695;$2.697.905;$2.782.214;$2.866.524;$4.215.476;1284
marketing y comunicaciones;Community Manager;Consumo masivo;Min;$2.323.565;$2.044.737;$1.858.852;$1.916.941;$1.975.030;$2.904.456;1284
marketing y comunicaciones;Community Manager;Consumo masivo;Max;$3.185.029;$2.802.826;$2.548.023;$2.627.649;$2.707.275;$3.981.286;1284
marketing y comunicaciones;Community Manager;Gas, Petróleo y Minería;Min;$2.534.798;$2.230.622;$2.027.839;$2.091.209;$2.154.578;$3.168.498;1284
