id_direccion;director;cast
1120;"Bill Paxton";"Shia LaBeouf, Stephen Dillane, Peter Firth, Elias Koteas, Stephen Marcus, Josh Flitter"
1121;"Rob Minkoff";"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn"
1122;"Gary Trousdale, Kirk Wise";"Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander"
1123;"Bradley Raymond";"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline"
1124;"Fletcher Markle";"Émile Genest, John Drainie, Tommy Tweed, Sandra Scott, Syme Jago, Marion Finlayson"
1125;"Brad Bird";"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton"
1126;"Jeremy Kagan";"Meredith Salenger, John Cusack, Ray Wise, Lainie Kazan, Scatman Crothers, Barry Miller"
1127;"Steve Trenbirth";"John Goodman, Haley Osment, Mae Whitman, Connor Funk, Bob Joles, Tony Jay"
1128;"Nick Marck";"Brandon Baker, Sherman Howard, Clancy Brown, Peri Gilpin, Wallace Shawn, Stephen Tobolowsky"
1129;"Brian Larsen";"Julie Walters, Steve Purcell, Callum O'Neill"
1130;"Bradley Raymond";"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume"
1131;"Darrell Rooney";"Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume, James Jones, Moira Kelly"
1132;"Ron Clements, John Musker";"René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett"
1133;"Jim Kammerud";"Jodi Benson, Samuel Wright, Tara Charendoff, Pat Carroll, Buddy Hackett, Kenneth Mars"
1134;"Peggy Holmes";"Jodi Benson, Samuel Wright, Jim Cummings, Sally Field, Tara Strong, Jennifer Hale"
1135;"Riley Thomas";"Walt Disney, Thelma Boardman"
1136;"Jim Fall";"Hilary Duff, Adam Lamberg, Robert Carradine, Hallie Todd, Jake Thomas, Yani Gellman"
1137;"Duncan Singh";"Matt McFetridge"
1138;"Robert Stevenson";"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett, Joe Flynn, Benson Fong"
1139;"Wolfgang Reitherman, John Lounsbery";"Sebastian Cabot, Junius Matthews, Barbara Luddy, Howard Morris, John Fiedler, Ralph Wright"
1140;"Vincent McEveety";"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee Montgomery"
1141;"Paul Hoen";"Tia Mowry, Jonathan Moore, Andy Gala, Megan Duffy, Jason Rogel, Tammy Townsend"
1142;"Brian Henson";"Michael Caine, Steve Whitmire, Frank Oz, Dave Goelz, Jerry Nelson, David Rudman"
1143;"James Frawley";"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning"
1144;"James Bobin";"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Steve Whitmire, Eric Jacobson"
1145;;"Bill Barretta, Dave Goelz, Eric Jacobson, Peter Linz, David Rudman, Matt Vogel"
1146;;"Jim Cummings, Paul Winchell, John Fiedler, Ken Sansome, Tim Hoskins, Patty Paris"
1147;"Nancy Meyers";"Dennis Quaid, Natasha Richardson, Lisa Walter, Elaine Hendrix, Simon Kunz, Ronnie Stevens"
1148;"David Swift";"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll"
1149;"Wilfred Jackson, William Beaudine";"Walt Disney"
1150;"Neal Israel";"Tahj Mowry, Dawnn Lewis, Raquel Lee, Mark Curry, Bruce Newbold, Jan Felt"
1151;"Don Chaffey";"Guy Williams, Laurence Naismith, Donald Houston, Sean Scully, Niall MacGinnis, Geoffrey Keen"
1152;"John Musker, Ron Clements";"Anika Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings"
1153;"Garry Marshall";"Anne Hathaway, Heather Matarazzo, Hector Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman"
1154;"Garry Marshall";"Anne Hathaway, Heather Matarazzo, John Rhys-Davies, Chris Pine, Callum Blue, Kathleen Marshall"
1155;"Bruce Smith";"Tommy Davidson, Kyla Pratt, Paula Parker, Jo Payton, Orlando Brown, Soleil Frye"
1156;"Alfred Werker";"Robert Benchley, Gerald Mohr, Alan Ladd, Florence Gill, Frances Gifford, Buddy Pepper"
1157;;"Nancy Cartwright, Grey DeLisle, Kath Soucie, Daran Norris, David McCallum, Jeff Bennett"
1158;"Wolfgang Reitherman, John Lounsbery, Art Stevens";"Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram"
1159;"Hendel Butoy, Mike Gabriel";"Bob Newhart, Eva Gabor, John Candy, Tristan Rogers, Adam Ryen, Wayne Robson"
1160;"John Hancock";"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant, Angus Jones, Brian Cox"
1161;"John Pasquin";"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz, Larry Brandenburg"
1162;"Michael Lembeck";"Tim Allen, Judge Reinhold, Wendy Crewson, Elizabeth Mitchell, David Krumholtz, Eric Lloyd"
1163;"Michael Lembeck";"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd"
1164;"Stuart Gillard";"Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle, Tommy Davidson, Gary Reineke"
1165;"朱家欣 , 钟智行";"劳奕嘉 , 朱祺隆 , 郭凯敏 , 郑嘉昊 , 孟谦 , 陈佩斯"
1166;"Robert Stevenson";"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten"
1167;"Charles Barton";"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran"
1168;"Lewis Foster, Norman Foster";"Guy Williams, George Lewis, Gene Sheldon, Henry Calvin, Tony Russo, John Dehner"
1169;"Robert Wise";"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson"
1170;"Ken Annakin";"Richard Todd, Joan Rice, Peter Finch, James Hayter, Martita Hunt, James Justice"
1171;"Vincent McEveety";"Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten"
1172;"Sean McNamara";"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Matthew Timmons, John Ducey"
1173;;"Cole Sprouse, Dylan Sprouse, Brenda Song, Ashley Tisdale, Phill Lewis, Kim Rhodes"
1174;;"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Phill Lewis"
1175;"Jay Karas";"Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick"
1176;"Duwayne Dunham";"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine"
1177;"Norman Ferguson, Clyde Geronimi, Jack Kinney";"Aurora Miranda, Carmen Molina, Sterling Holloway, Clarence Nash, Joaquin Garay, Jose Oliveira"
1178;"Stephen Herek";"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay"
1179;"Jun Falkenstein";"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka"
1180;"Norman Tokar";"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino"
1181;"Jack Cutting";
1182;"Greg Beeman";"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan"
1183;"Steve Williams";"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind"
1184;"Wilfred Jackson";"Clarence Nash, Florence Gill"
1185;"Victor Gonzalez";"Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera"
1186;;"Jeff Goldblum"
1187;"Simon Wincer";"Richard Romanus, Biana Tamimi, Patrick Elyas, Gerard Rudolf, Ali Ameri, Andries Rossouw"
1188;"Dave Hand";"Pinto Colvig, Billy Bletcher"
1189;"Michael Switzer";
1190;"Burt Gillett";"Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder"
1191;"Dave Hand";
1192;"Leonard Nimoy";"Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis"
1193;"Emile Ardolino";"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Christopher Cazenove, Fiona Shaw"
1194;"Dave Hand";"Walt Disney, Marcelite Garner, Sonny Dawson"
1195;"Duwayne Dunham";"Hayden Panettiere, Troy Evans, Bianca Collins, Nathaniel Lee Jr., Nathaniel Lee, Mercedes Colon"
1196;"Henry Selick";"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens"
1197;;"Quinton Flynn, Ernie Sabella, Jim Cummings, Nathan Lane"
1198;"John Lasseter";"Tinny , Billy"
1199;"Bradley Raymond";"Mae Whitman, Kristin Chenoweth, Raven-Symoné , Lucy Liu, America Ferrera, Jane Horrocks"
1200;"Bradley Raymond";"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné"
1201;"Klay Hall";"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné , Kristin Chenoweth"
1202;"Thomas Grane";"James Cameron, Bob Ballard"
1203;"Peter Hewitt";"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane"
1204;"John Lasseter";"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger"
1205;"John Lasseter";"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney"
1206;"Lee Unkrich";"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger"
1207;"Gary Rydstrom";"Tom Hanks, Tim Allen, Joan Cusack, Kristen Schaal, Wallace Shawn, Axel Geddes"
1208;"Mark Walsh";"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove"
1209;"Angus MacLane";"Tom Hanks, Tim Allen, John Ratzenberger, Wallace Shawn, Joan Cusack, Estelle Harris"
1210;"Zhong Yu";"Zhong Yu, Zhang Qi, Daichi Harashima, Li Feng, Chang Liu, Ke Qi"
1211;"Byron Haskin";"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie"
1212;"Vincent McEveety";"Robert Foxworth, Joan Hackett, Peter Ustinov, Vic Morrow, Johnny Doran, Billy Attmore"
1213;"John Musker, Ron Clements";"Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Pierce, Martin Short, Dane Davis"
1214;;"Alexander Braczkowski"
1215;"Steven Lisberger";"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan, Barnard Hughes, Dan Shor"
1216;"Paul Hoen";"Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman"
1217;"Jay Russell";"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson"
1218;"Clyde Geronimi";"Walt Disney, Clarence Nash, Pinto Colvig"
1219;"Nick Castle";"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope"
1220;"Stuart Gillard";"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Jennifer Robertson"
1221;"Stuart Gillard";"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Leslie Seiler"
1222;"Russ Mayberry";"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes"
1223;"Pete Docter";"Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo, Jerome Ranft"
1224;"Robert Townsend";"Robert Townsend, Michael Pagan, Alex Datcher, Sherman Hemsley, Kevin Connolly, Olivia Burnette"
1225;"Gary Chapman";"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese"
1226;"Don Hahn";"Don Hahn, Ron Clements, Roy Disney, Glen Keane, Jeffrey Katzenberg, Roger Allers"
1227;"Andrew Stanton";"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, Macintalk , John Ratzenberger"
1228;"John Laing";"Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon, Michael Cheng, Andy Fischer-Price"
1229;"Dereck Joubert";"Angela Bassett, Joanna Lumley, Anne Archer, Debi Derryberry, Kevin Richardson, Alice Ghostley"
1230;"Randal Kleiser";"Klaus Brandauer, Ethan Hawke, Seymour Cassel, James Remar, Susan Hogan, Suzanne Kent"
1231;"Robert Zemeckis";"Bob Hoskins, Christopher Lloyd, Stubby Kaye, Joanna Cassidy, Alan Tilvern, Richard LeParmentier"
1232;;"Bart Thomasson"
1233;"Molly Hermann";"Josh Goodman"
1234;"Stephen Anderson, Don Hall";"John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson, Jack Boulter, Travis Oates"
1235;"Ed Wexler, Gary Katona, Jamie Mitchell";"Jim Cummings, Peter Cullen, John Fiedler, Michael Gough, William Green, Nikita Hopkins"
1236;"Elliot Bour, Saul Blinkoff";"Jim Cummings, Ken Sansom, Jimmy Bennett, David Stiers, Kath Soucie, John Fiedler"
1237;;"Selena Gomez, David Henrie, Jake Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise"
1238;"Lev L. Spiro";"Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise"
1239;;"Steve Blum, Chris Edgerly, Jennifer Hale, Michael Ironside, Danielle Judovits, AJ Buckley"
1240;;"Mike Secher"
1241;"Rich Moore";"John Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling"
1242;;"Noel Fisher, Vincent Gale, Christopher Judge, David Kaye, Scott McNeil, Meghan Black"
1243;"Bert Gillett";
1244;"Charles Draper";"Rex Allen"
1245;"Paul Schneider";"Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy, Granville Van Dusen, Christine Cavanaugh"
1246;"Paul Hoen";"A.J. Trauth, Spencer Breslin, Lalaine , Sally Stockwell, Peter Feeney, Tim Reid"
1247;"Jim Capobianco";"Patton Oswalt, Peter Sohn, Lou Romano, Tony Russell, Sigmund Vik, Jim Capobianco"
1248;"Paul Hoen";"Milo Manheim, Meg Donnelly, Trevor Tordjman, Kylee Russell, Carla Jeffery, Kingston Foster"
1249;"Peter DeLuise";"Zendaya , Chanelle Peloso, Spencer Boldman, Emilia McCarthy, Adam DiMarco, William Ainscough"
1250;"Kenneth Johnson";"Kirsten Storms, Raven-Symoné , Stuart Pankin, Holly Fulger, Frederick Coffin, Bob Bancroft"
1251;"Manny Coto";"Kirsten Storms, Lauren Maltby, Phillip Rhys, Holly Fulger, Stuart Pankin, Robert Curtis Brown"
1252;"Steve Rash";"Kirsten Storms, Lauren Maltby, Alyson Morgan, Stuart Pankin, Holly Fulger, Ben Easter"
1253;"Byron Howard, Rich Moore";"Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt"
1254;"Robert Stevenson";"Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson, Bruce Forsyth"
1255;"Robert Stevenson";"Peter Ustinov, Dean Jones, Suzanne Pleshette, Elsa Lanchester, Joby Baker, Elliott Reid"
1256;"Bill Roberts";"Walt Disney, Marcelite Garner, Eddie Holden"
1257;"Hollingsworth Morse";"Don Murray, Lana Wood, R.G. Armstrong, Gary Crosby, John Smith, E.W. Firestone"
1258;"Darrell Rooney";"Scott Wolf, Alyssa Milano, Chazz Palminteri, Jeff Bennett, Jodi Benson, Bill Fagerbakke"
1259;;"Tahj Mowry, John Jones, Jason Weaver, Essence Atkins"
1260;"Norman Tokar";"Ken Berry, Sandy Duncan, Harry Morgan, Roddy McDowall, McLean Stevenson, Jesse White"
1261;"John Musker, Ron Clements, Dave Michener";"Vincent Price, Barrie Ingham, Val Bettin, Susanne Pollatschek, Candy Candido, Diana Chesney"
1262;"Wolfgang Reitherman";"Sebastian Cabot, Karl Swenson, Rickie Sorensen, Junius Matthews, Ginny Tyler, Martha Wentworth"
1263;"Norman Tokar";"Brian Keith, Vera Miles, Brandon de Wilde, Walter Brennan, Ed Wynn, Linda Evans"
1264;;"Jacob Bertrand, Mekai Curtis, Cade Sutton, Olivia Stuck, Tiffany Espensen"
1265;;"Nathaniel Potvin, Raymond Cham, Kamran Lucas, Pearce Joza"
1266;;"Rich Collins, Dave Poche, Scott Durbin, Scott Smith, Wendy Calio, Kevin Carlson"
1267;"Brad Bird";"George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Kathryn Hahn"
1268;"Elizabeth Allen Rosenbaum";"Jake McDorman, Arielle Kebbel, Claudia Karvan, Bruce Spence, Tammin Sursok, Roy Billing"
1269;"Carlos Saldanha";"Ray Romano, John Leguizamo, Denis Leary, Simon Pegg, Seann William Scott, Josh Peck"
1270;"Gavin Hood";"Hugh Jackman, Liev Schreiber, Danny Huston, will.i.am , Lynn Collins, Kevin Durand"
1271;"Shawn Levy";"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria, Christopher Guest, Alain Chabat"
1272;"Dexter Fletcher";"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson, Jack Costello, Taron Egerton"
1273;"Gurinder Chadha";"Parminder Nagra, Keira Knightley, Jonathan Rhys-Meyers, Anupam Kher, Archie Panjabi, Shaznay Lewis"
1274;"Mark Waring";"Charlie Tahan"
