id_direccion;director;cast
616;"Hamish Hamilton";"Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley"
617;"Bob Peterson";"Tony Hale, Robin Downes, Bob Peterson"
618;;"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeille"
619;"Bob Peterson";"Tony Hale, John Ratzenberger, Bob Peterson"
620;"Gil Junger";"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan"
621;"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi";"Rod Taylor, J. Pat O'Malley, Betty Gerson, Cate Bauer, Ben Wright, Fred Worlock"
622;"Jim Kammerud, Brian Smith";"Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West"
623;"Kevin Lima";"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu"
624;"James Hayman";"Amy Smart, Mark-Paul Gosselaar, Peter MacNeil, Mary Long, Jayne Eastwood, Laura Miyata"
625;"Richard Fleischer";"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert Wilke, Ted de Corsia"
626;"John Lasseter";"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind"
627;"Kevin Lima";"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn"
628;"Michael Gottlieb";"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig"
629;"Greg Beeman";"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby"
630;"Ron Clements, John Musker";"Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried"
631;"Tad Stones";"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin, Jerry Orbach, John Rhys-Davies"
632;"Toby Shelton, Tad Stones, Alan Zaslove";"Jason Alexander, Jeff Bennett, Val Bettin, Liz Callaway, Dan Castellaneta, Jim Cummings"
633;"Clyde Geronimi, Hamilton Luske, Wilfred Jackson";"Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley"
634;"James Cameron, Steven Quale";"Dr. Anatoly Sagalevitch, Genya Chernaiev, Victor Nischeta, Dr. Pamela Conrad, Dr. Arthur Lane, Dr. Jim Childress"
635;"Rod Daniel";"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley, Joey Wilcots, Philip Williams"
636;"Steve Previn";"Vincent Winter, Sean Scully, Peter Weck, Hans Holt, Bruni Löbel, Fritz Eckhardt"
637;"Louie Schwartzberg";"George Woodard, Charles Jimmie Sr., The Brothers, Frank Pino, Dave Pino, John Yacobellis"
638;"Vincent McEveety";"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien"
639;"Douglas McCarthy";"Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings, Brad Garrett, Vicki Lewis"
640;;"Peyton Lee, Joshua Rush, Sofia Wylie, Asher Angel, Lilan Bowden, Lauren Tom"
641;"Rob Marshall";"Kathy Bates, Alan Cumming, Audra McDonald, Kristin Chenoweth, Victor Garber, Vic Polizos"
642;"Tom Jennings";"Neil Armstrong, Buzz Aldrin"
643;"Simcha Jacobovici";"Georgeos Diaz-Montexano, Peter Vincenti, Richard Freund, Simcha Jacobovici, Charles Pellegrino, Félix Rodrigues"
644;"Tad Stones, Toby Shelton, Victor Cook";"James Taylor, Cree Summer, John Mahoney, Jacqueline Obradors, Don Novello, Corey Burton"
645;"Gary Trousdale, Kirk Wise";"Michael Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian"
646;"Ted Mathot";"Brad Bird, Eli Fucile, Maeve Andrews, Nick Bird, Noelle Zuber, Craig Nelson"
647;"James Cameron";"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi"
648;"Burt Gillett";
649;"Jack Donohue";"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran"
650;"David Hand";
651;"Brian Pimental";"Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg, Nicky Jones, Andrea Bowen"
652;"Domee Shi";
653;"Clyde Geronimi";
654;"Bob Kline";"Robby Benson, Paige O'Hara, David Stiers, Jerry Orbach, Jeff Bennett, Jim Cummings"
655;"Andy Knight";"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry"
656;"Fisher Stevens";"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton"
657;"Joe Camp";"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini"
658;;"Lauren Taylor, Shelby Bender, Gus Kamp, Ricky Garcia, Benjamin Royer, Matthew Royer"
659;"Don Hall, Chris Williams";"Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr."
660;"Jenny Kubo";"Peter Cullen"
661;"Rupert Wainwright";"Brian Bonsall, Karen Duffy, Miguel Ferrer, James Rebhorn, Tone Lōc, Jayne Atkinson"
662;"Ben Sharpsteen";
663;"Chris Williams, Byron Howard";"John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton"
664;;"Charlie Adler, Corey Burton, Jesse Corti, Jim Cummings, Frank Welker, Gregg Berger"
665;"Bud Luckey";"Bud Luckey"
666;;"Ben Savage, William Daniels, Betsy Randle, Will Friedle, Rider Strong, Lee Norris"
667;"Mark Andrews, Brenda Chapman";"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd"
668;"Robert Ramirez";"Deanna Oliver, Tim Stack, Jon Lovitz, Thurl Ravenscroft, Phil Hartman, Jay Mohr"
669;"Martin Roe";"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese"
670;"Greg Beeman";"Erik von Detten, Sam Horrigan, Christina Vidal, Robin Riker, Geoffrey Blake, Patrick Levis"
671;"Aaron Blaise, Robert Walker";"Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney"
672;"Benjamin Gluck";"Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis, Dave Thomas, Andrea Martin"
673;"David Jackson";"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter"
674;"Angus MacLane";"Angus MacLane, Tessa Swigart"
675;"Larry Shaw";"Hilary Duff, Christy Romano, Shawn Ashmore, Aimee Garcia, Linda Kash, Nigel Hamer"
676;"Jonathan Prince";"Christopher Lloyd, Jonathan Jackson, Wendy Makkena, Tom Wilson, Andrew Keegan, Marne Patterson"
677;"Matthew Diamond";"Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera, Alyson Stoner, Julie Brown"
678;"Paul Hoen";"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas, Daniel Fathers, Daniel Kash"
679;"Paul Schneider";"Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote, Lee Garlington, Brighton Hertford"
680;"Norman Tokar";"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Vivian Pickles, Veronica Quilligan"
681;"John Lasseter";"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy , Cheech Marin, Tony Shalhoub"
682;"John Lasseter";"Owen Wilson, Larry the Cable Guy , Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard"
683;"Brian Fee";"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy , Armie Hammer"
684;"Rob Gibbs";"Larry the Cable Guy , Keith Ferguson, Stacey Keach, Jonathan Adams, Jan Rabson, Lori Alan"
685;"Jeremy Lasky";"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt"
686;"Rob Gibbs";"Larry the Cable Guy , Keith Ferguson"
687;"Rob Gibbs, Scott Morse";"Owen Wilson, Larry the Cable Guy , Steve Purcell, Jess Harnell, John Cygan,  Danny  Mann"
688;"Wes Craven";"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr"
689;"Jeff Blyth";"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla"
690;"Mark Dindal";"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn"
691;;"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille"
692;"Wilfred Jackson, Hamilton Luske, Clyde Geronimi";"Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten"
693;"John Kafka";"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee"
694;"Frank Nissen";"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka"
695;"Paul Hoen";"Luke Benward, Dove Cameron, Mike Manning, Kiersey Clemons, Amy Farrington, Patrick Fabian"
696;"Roger Kumble";"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper"
697;"Sara Sugarman";"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox"
698;"Francine McDougall";"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel"
699;;"Cole Jensen, Tim Lagasse, Landry Bender, Oana Gregory, Aaron Landon"
700;"Paul Hoen";"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker"
701;"Robert Stevenson";"Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea, Kieron Moore, Estelle Winwood"
702;;"Jim Cummings, Christine Cavanaugh, Terry McGovern, Frank Welker"
703;"Norman Foster";"Fess Parker, Buddy Ebsen, Jeff York, Kenneth Tobey, Clem Bevans, Irvin Ashkenazy"
704;"Norman Foster";"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey"
705;"Teddy Newton";
706;;"Whoopi Goldberg, Sofia Carson, Jordan Fisher"
707;"Alastair Fothergill, Andy Byatt";"Pierce Brosnan"
708;"Kenny Ortega";"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Brenna D'Amico"
709;"Thor Freudenthal";"Zachary Gordon, Robert Capron, Rachel Harris, Steve Zahn, Connor Fielding, Owen Fielding"
710;"Ralph Zondag, Eric Leighton";"D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright"
711;"John Schultz";"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer"
712;"Stuart Gillard";"Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly Quinn, Don Lake"
713;"Érik Canuel";"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira"
714;;"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker"
715;"Mark Taylor";"Hutch Dano, G. Hannelius, Maurice Godin, David Lambert, Kelsy Chow, Debra Mooney"
716;"Kenny Ortega";"Dove Cameron, Cameron Boyce, Booboo Stewart, Sofia Carson, Mitchell Hope, Melanie Paxson"
717;;"Naomi Sequeira, Jordan Loughran, Belinda Stewart-Wilson, Dan Fredenburgh, George Sear, Georgie Farmer"
718;;"Sophie Pollono, Sofia Rosinsky, Brandon Rossel, Winslow Fegley"
719;"Stuart Gillard";"Olivia Holt, Kerris Dorsey, Brendan Meyer, Katherine McNamara, Adam Chambers, Tracy Dawson"
720;;"Kristen Schaal, Jason Morgan, Alex Hirsch"
721;;"Madison Pettis, Colin Ford, Jonathan Heit, David Arquette, Corey Burton"
722;;"Kevin Jonas, Joe Jonas, Nick Jonas, Chelsea Staub, Nicole Anderson, John Ducey"
723;;"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison"
724;;"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund"
725;;"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson"
726;;"Wayne Allwine, Jim Cummings, Russi Taylor, Tony Anselmo, Bill Farmer, Tress MacNeille"
727;;"Al Yankovic, Sabrina Carpenter, Mekai Curtis"
728;;"Jenna Ortega, Ronni Hawk, Isaak Presley, Ariana Greenblatt, Kayla Maisonet, Nicolas Bechtel"
729;"Hasraf Dulull";
730;;"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden"
731;;"Connie Shulman, Doug Preis, Alice Playten, Chris Phillips, Fred Newman, Thomas McHugh"
732;"Chris Wilson";"Ben Higgins, Lauren Bushnell"
733;"Chris Wilson";"Stephen Boss, Allison Holker"
734;;"Tate Donovan, Sandra Bernhard, Robert Costanzo, Matt Frewer, Bobcat Goldthwait, French Stewart"
735;;"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry"
736;;"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik"
737;;"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay"
738;;"Rickey Collins, Jason Davis, Ashley Johnson, Ross Malinger, Courtland Mead, Pamela Segall"
739;;"Shane Baumel, Jessica DiCicco, Wendie Malick, Fred Tatasciore, Jeff Bennett, Jessie Flower"
740;"Jon Turteltaub";"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart"
741;;"Jodi Benson, Samuel Wright, Ken Mars, Edan Gross"
742;"Hamilton Luske";"Walt Disney"
743;"Keith Scholey";"Samuel Jackson"
744;"Alastair Fothergill, Keith Scholey";"John Reilly"
745;"Lu Chuan";"John Krasinski"
746;"Alastair Fothergill, Mark Linfield";"Tim Allen"
747;"Matthew Aeberhard, Leander Ward";"Mariella Frostrup"
748;"Mark Linfield";"Tina Fey"
749;"Louie Schwartzberg";"Meryl Streep"
750;;"Cesar Millan"
751;"Kenneth Johnson";"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson"
752;"Duwayne Dunham";"Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy, Tanya Goott, Joey Miyashima"
753;"Maurice Joyce";"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis"
754;;"Dr. Lauren Thielen"
755;"Bob Hathcock";"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd, June Foray"
756;"Ronnie Del Carmen";"Bob Peterson, Delroy Lindo, Jerome Ranft"
757;"Tim Burton";"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker"
758;"Glenn Weiss";"Jane Lynch, Phil Keoghan, Chris Packham"
759;"Geoff Luck";"Peter Demeo"
760;"Paul Hoen";"Taylor Ball, Orlando Brown, Reiley McClendon, Mark Taylor, Rose McIver, Kylie Leydon"
761;"Frank Marshall";"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg"
762;;"Aimee Carrero, Jenna Ortega, Maximus Riegel, Gia Lopez, Desmond Gerber, Mick Wingert"
763;"Peter Tewksbury";"Walter Slezak, Roger Mobley, Heinz Schubert, Peter Ehrlich, Cindy Cassell, Elsa Wagner"
764;"Edith Becker, Kevin Burns";"Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford"
765;;"Kristen Bell, Roger Love, Susan Egan, Ali Stroker, Stephen Schwartz"
766;"John Hough";"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann, Walter Barnes"
767;;"Shia LaBeouf, Christy Romano, Nick Spano, Tom Virtue, Donna Pescow"
768;"Mark Davis";"Bray Poor"
769;"Samuel Armstrong, James Algar, Bill Roberts";"Deems Taylor, Walt Disney, Leopold Stokowski"
770;"Pixote Hunt, Hendel Butoy, Eric Goldberg";"Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Jones, Penn Teller"
771;;"Beau Weaver, Lori Alan, Chuck McCann, Brian Green, Stan Lee, Pauline Lomas"
772;;"Christopher Jacot, Hiro Kanagawa, Lara Gilchrist, Brian Dobson"
773;"Dick Rickard";
774;"Andrew Stanton, Angus MacLane";"Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell"
775;"Andrew Stanton";"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney"
776;"David Evans";"Sinbad , Robert Guillaume, Timothy Busfield, Brock Pierce, James Naughton, Art Fleur"
777;"Randal Kleiser";"Joey Cramer, Veronica Cartwright, Cliff De Young, Sarah Parker, Matt Adler, Howard Hesseman"
778;"Bobby Rubio";"Eli Fucile, Bobby Rubio, Luna Watson, Mika Kubo"
779;"Les Mayfield";"Robin Williams, Marcia Harden, Christopher McDonald, Raymond Barry, Clancy Brown, Ted Levine"
780;"Ralph Eggleston";
781;"Theodore Thomas";"Frank Thomas, Ollie Johnston, Sylvia Roemer, John Canemaker, John Culhane, Marie Johnston"
782;"Tim Burton";"Shelley Duvall, Daniel Stern, Barret Oliver"
783;"Mark Waters";"Jamie Curtis, Lindsay Lohan, Harold Gould, Chad Murray, Stephen Tobolowsky, Christina Vidal"
784;"Elizabeth Vasarhelyi, Jimmy Chin";"Alex Honnold, Tommy Caldwell"
785;"Daisy Mayer";"Zendaya , Bella Thorne, Mary Mouser, Nick Robinson, Stefanie Scott, Connor Price"
786;"Chris Buck, Jennifer Lee";"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Alan Tudyk"
787;"Stuart Gillard";"Alex Linz, R.H. Thomson, Sean Marquette, Jase Blankfort, Erik Knudsen, David Sazant"
788;"Jack Kinney, W. Roberts, Hamilton Luske";"Edgar Bergen, Dinah Shore, Luana Patten, Clarence Nash, Mickey Mouse, Cliff Edwards"
789;"Mick Garris";"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips, Robyn Lively, John Vernon"
790;;"Thom Hernandez, Edward Asner, Jeff Bennett, Keith David, Bill Fagerbakke, Jonathan Frakes"
791;"Jeffrey Hornaday";"Sarah Hyland, Matt Prokop, Sasha Pieterse, Jordan Nichols, Vanessa Morgan, Lili Simmons"
792;"Rod Daniel";"Trevor Morgan, Emmy Rossum, Yannick Bisson, Peter Keleghan, Philip Granger, Charles Fleischer"
793;"Josh Cooley";"Jason Topolski, A.J. Riebli  III, Steve Purcell, Peter Sohn, Bob Peterson, Kim Donovan"
794;"Jan Pinkava";"Bob Peterson"
795;"Maggie Greenwald";"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song, Ali Mukadam, Dan Lett"
796;"Ken Corben";"Bill Graves"
797;;"Rowan Blanchard, Ben Savage, Sabrina Carpenter, Peyton Meyer, August Maturo, Danielle Fishel"
798;"Francine McDougall";"Jordan Hinson, Whitney Sloan, Cristine Rose"
799;"Stuart Gillard";"Andrew Lawrence, Khleo Thomas, Alessandra Toreson, Billy Brown, Brenda Strong, Brian Wimmer"
800;;"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Eric Kramer, Jason Dolley"
801;"Arlene Sanford";"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Debra Monk, Michael Kagan"
802;;"Nancy Cartwright, Jim Cummings, Dana Hill, Rob Paulson, Corey Burton, Bill Farmer"
803;"Ramon Menendez";"Camille Guaty, America Ferrera, Jhoanna Flores, Suilma Rodriguez, Sabrina Wiener, Miguel Sandoval"
804;"C. Nichols";
805;"Wilfred Jackson";
806;;"Alec Baldwin"
807;"Don Chaffey";"Donald Crisp, Laurence Naismith, Alex Mackenzie, Duncan Macrae, Andrew Cruickshank, Gordon Jackson"
808;"Vincent McEveety";"Edward Asner, Don Knotts, Gary Grimes, Tim Conway, Liberty Williams, Dick Van Patten"
809;"Duwayne Dunham";"Debbie Reynolds, Judith Hoag, Kimberly Brown, Joey Zimmerman, Phillip Van Dyke, Emily Roeske"
810;"Mark Dippé";"Kimberly Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Clifton Davis, Finn Wittrock"
811;"Mary Lambert";"Kimberly Brown, Judith Hoag, Daniel Kountz, Joseph Zimmerman, Emily Roeske, Phillip Van Dyke"
812;;"Wilmer Valderrama, Carlos Alazraqui, Dee Baker, Nika Futterman, Tom Kenny, Kath Soucie"
813;;"Miley Cyrus, Emily Osment, Mitchel Musso, Jason Earles, Billy Cyrus"
814;"Bruce Hendricks";"Miley Cyrus, Joe Jonas, Kevin Jonas, Nick Jonas, Kenny Ortega, Billy Cyrus"
815;"Peter Chelsom";"Miley Cyrus, Emily Osment, Margo Martindale, Jason Earles, Peter Gunn, Melora Hardin"
816;"Stuart Gillard";"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren, Sean O'Bryan, Amy Farrington"
817;"Ben Sharpsteen";"Walt Disney, Marcellite Garner, Clarence Nash, Pinto Colvig"
818;"Steven Brill";"Tom McGowan, Aaron Schwartz, Shaun Weiss, Tom Hodges, Leah Lail, Paul Feig"
819;"Vincent McEveety";"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III"
820;"Vincent McEveety";"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear, Bernard Fox"
821;"Robert Stevenson";"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire, Keenan Wynn, Huntz Hall"
822;"John Musker, Ron Clements";"Tate Donovan, Joshua Keaton, Roger Bart, Danny DeVito, James Woods, Susan Egan"
823;"Kenny Ortega";"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu"
824;"Kenny Ortega";"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman"
825;"Kenny Ortega";"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw"
826;"Will Finn, John Sanford";"Roseanne Barr, Judi Dench, Jennifer Tilly, Steve Buscemi, G.W. Bailey, Cuba Gooding Jr."
827;"Randal Kleiser";"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell"
828;"Joe Johnston";"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland, Thomas Brown, Jared Rushton"
829;"Dean Cundey";"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin"
830;"Greg Beeman";"Joey Lawrence, Andy Lawrence, Susan Walters, M.C. Gainey, Leann Hunley, Robin Thomas"
831;"Neal Israel";"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson"
832;;"Jake Robards"
833;"Paul Hoen";"Ashley Argota, Roger Bart, Kelli Berglund, Noah Centineo, China McClain, Matt Shively"
834;"Jack Kinney";"John McLeish"
835;;"Fred Tatasciore, Clancy Brown, Seth Green, Eliza Dushku, Ben Diskin"
836;"Arlene Sanford";"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby"
837;"Ricardo Curtis";"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah"
838;"Tim Fywell";"Joan Cusack, Kim Cattrall, Michelle Trachtenberg, Hayden Panettiere, Trevor Blumas, Connie Ray"
839;"Leo Matsuda";"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas"
840;"Pete Docter";"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling"
841;"David Kellogg";"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Michael Hagerty, Andy Dick"
842;"Alex Zamm";"French Stewart, Elaine Hendrix, Caitlin Wachs, Tony Martin, John Batchelor, Mark Mitchell"
843;"Pete McBride";
844;"Neil Gelinas";"Steve Boyes, Dr. Steve Boyes, Chris Boyes, Tumeletso Setlabosha, Gobonamang Kgetho, Adjany Costa"
845;"Ericson Core";"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Michael Rispoli, Kevin Conway, Kirk Acevedo"
846;"Paul Hoen";"Rowan Blanchard, Paris Berelc, Karan Brar, Rachel Crow, Alex Désert, Will Meyers"
847;;"Robert Hays, James Avery, Ed Gilbert, Jim Cummings, Tony Steedman, James Warwick"
848;;"Adrian Petriw, Daniel Bacon, Anna Cummer, Mackenzie Gray, Vincent Tong"
849;"Charles Haid";"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg, Brian Cox, George Gerdes"
850;"Francis Coppola";"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez, Bill Cosby, Fran Drescher"
851;"Brad Bird";"Bret Parker, Bud Luckey, Eli Fucile, Jason Lee"
852;"Henry Selick";"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss"
853;"Brett Morgen";"Jane Goodall"
854;;"Debby Ryan, Peyton List, Cameron Boyce, Karan Brar, Skai Jackson, Kevin Chamberlin"
855;;"Dr. Pol"
856;"Eric Bross";"Brandon Baker, Robyn Lively, Mary Keller, Yuji Okumoto, Jonathan McDaniel, Andrew Allen"
857;"Steve Boyum";"Cary-Hiroyuki Tagawa, Brandon Baker, Yuji Okumoto, Mary Keller, Lee Young, Kirsten Storms"
858;"Bruce Hendricks";"Kevin Jonas, Joe Jonas, Nick Jonas, Demi Lovato, Taylor Swift, "Big Feggans"
859;;"Salvatore Vecchio"
860;"Henry Levin";"Pat Boone, James Mason, Arlene Dahl, Diane Baker, Thayer David, Peter Ronson"
861;"Paul Hoen";"Corbin Bleu, David Reivers, Shanica Knowles, Laivan Greene, Kylee Russell, Patrick Johnson Jr."
862;"Michael Lange";"Joey Lawrence, Matthew Lawrence, Andrew Lawrence, Susan Walters, Stephen Burleigh, Anthony Wong"
863;"John Pasquin";"Tim Allen, Martin Short, Lolita Davidovich, David Stiers, JoBeth Williams, Sam Huntington"
864;"Paul Glaser";"Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson, John Costelloe, Marshall Manesh"
865;;"Leo Howard, Dylan Snyder, Mateo Arias, Olivia Holt, Alex Jones, Jason Earles"
866;"Adam Stein, Zach Lipovsky";"Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown"
867;"Steve Loter";"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry, Raven , Gary Cole"
868;;"Tom Selleck"
869;;"Jenny Jules"
870;"Rosana Sullivan";
871;"John Lasseter";
872;"Elliot Bour, Saul Blinkoff";"Patrick Warburton, Tracey Ullman, Eartha Kitt, David Spade, John Goodman, Wendie Malick"
873;"Enrico Casarosa";"Tony Fucile, Krista Sheffler, Phil Sheridan"
874;;"Billy Unger, Spencer Boldman, Kelli Berglund, Tyrel Williams, Hal Sparks"
875;"Charlie Bean";"Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen, Janelle Monáe, Kiersey Clemons"
876;"James Murphy";"Kuana Kahele, Napua Greig"
877;;"Jasmin Brown, Josh Peck, Zeno Robinson, Max Mittelman, Matthew Wood"
878;;"Matthew Wood, Yvette Brown, Nicolas Cantu, Carolyn Hennesy, Montse Hernandez, Vanessa Lengies"
